ID	adj.P.Val	P.Value	Gene.symbol	Gene.title
35053	5.34e-42	3.18e-42	PRIMPOL	primase and DNA directed polymerase
19432	5.35e-42	3.18e-42	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2
37492	5.36e-42	3.19e-42	EMCN	endomucin
306	5.36e-42	3.19e-42		
38055	5.36e-42	3.19e-42	DCBLD2	discoidin, CUB and LCCL domain containing 2
31073	5.37e-42	3.19e-42		
30081	5.37e-42	3.19e-42	PAXBP1	PAX3 and PAX7 binding protein 1
11159	5.37e-42	3.20e-42	TRIOBP	TRIO and F-actin binding protein
414	5.38e-42	3.20e-42	SULT1A2	sulfotransferase family 1A member 2
32713	5.38e-42	3.20e-42		
37204	5.40e-42	3.21e-42	GCH1	GTP cyclohydrolase 1
14727	5.41e-42	3.22e-42	DCBLD1	discoidin, CUB and LCCL domain containing 1
3767	5.42e-42	3.22e-42	HDAC6	histone deacetylase 6
41888	5.42e-42	3.23e-42	ORAOV1	oral cancer overexpressed 1
23610	5.42e-42	3.23e-42	ZSWIM7	zinc finger SWIM-type containing 7
5794	5.45e-42	3.24e-42	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9
30534	5.46e-42	3.25e-42		
14478	5.48e-42	3.26e-42	VDAC3	voltage dependent anion channel 3
28435	5.49e-42	3.27e-42	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
4951	5.49e-42	3.27e-42	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
18294	5.50e-42	3.27e-42	PDE5A	phosphodiesterase 5A
26841	5.50e-42	3.27e-42		
25973	5.50e-42	3.27e-42		
17476	5.50e-42	3.28e-42	LIN7C	lin-7 homolog C, crumbs cell polarity complex component
26018	5.50e-42	3.28e-42	ZNF112	zinc finger protein 112
30085	5.53e-42	3.29e-42	WRAP73	WD repeat containing, antisense to TP73
26648	5.53e-42	3.29e-42	LPCAT1	lysophosphatidylcholine acyltransferase 1
24316	5.53e-42	3.30e-42		
29885	5.54e-42	3.30e-42	ZNF630	zinc finger protein 630
22528	5.55e-42	3.31e-42	CYP2R1	cytochrome P450 family 2 subfamily R member 1
20392	5.57e-42	3.32e-42	EIF4B	eukaryotic translation initiation factor 4B
31159	5.57e-42	3.32e-42	CERS2	ceramide synthase 2
31540	5.58e-42	3.32e-42	ROBO1	roundabout guidance receptor 1
15633	5.59e-42	3.33e-42	RYBP	RING1 and YY1 binding protein
7467	5.60e-42	3.34e-42	NUDCD1	NudC domain containing 1
36217	5.60e-42	3.34e-42		
32408	5.60e-42	3.34e-42	FUT6	fucosyltransferase 6
42299	5.61e-42	3.34e-42	KCNK5	potassium two pore domain channel subfamily K member 5
6893	5.61e-42	3.35e-42	PEPD	peptidase D
10491	5.62e-42	3.35e-42	CAND1	cullin associated and neddylation dissociated 1
38200	5.62e-42	3.35e-42		
33822	5.62e-42	3.35e-42	CEP170	centrosomal protein 170
23504	5.64e-42	3.36e-42		
40788	5.65e-42	3.37e-42	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B
29370	5.66e-42	3.37e-42	TOR1AIP1	torsin 1A interacting protein 1
44319	5.66e-42	3.37e-42	EIF5	eukaryotic translation initiation factor 5
4653	5.66e-42	3.38e-42	SLC25A15	solute carrier family 25 member 15
9344	5.67e-42	3.38e-42	OTULIN	OTU deubiquitinase with linear linkage specificity
16062	5.68e-42	3.38e-42	C9orf163	chromosome 9 open reading frame 163
37389	5.69e-42	3.39e-42	THAP5	THAP domain containing 5
32780	5.69e-42	3.40e-42	SLC29A2	solute carrier family 29 member 2
31816	5.70e-42	3.40e-42		
16868	5.70e-42	3.40e-42	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
15806	5.70e-42	3.40e-42	CCDC112	coiled-coil domain containing 112
11376	5.71e-42	3.41e-42		
30718	5.71e-42	3.41e-42	AHNAK	AHNAK nucleoprotein
8188	5.74e-42	3.42e-42	EGFR	epidermal growth factor receptor
13986	5.75e-42	3.43e-42	SFRP2	secreted frizzled related protein 2
23372	5.76e-42	3.44e-42		
29059	5.76e-42	3.44e-42	NISCH	nischarin
45064	5.77e-42	3.44e-42	GATC	glutamyl-tRNA amidotransferase subunit C
19694	5.79e-42	3.45e-42	ZBED8	zinc finger BED-type containing 8
6364	5.79e-42	3.45e-42	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit
6191	5.80e-42	3.46e-42	TOMM20	translocase of outer mitochondrial membrane 20
37664	5.80e-42	3.46e-42		
12336	5.81e-42	3.47e-42		
23101	5.82e-42	3.47e-42	ITGA2	integrin subunit alpha 2
34775	5.84e-42	3.49e-42	ALDH3A2	aldehyde dehydrogenase 3 family member A2
37528	5.84e-42	3.49e-42	C5orf56	chromosome 5 open reading frame 56
19401	5.85e-42	3.49e-42	DIEXF	digestive organ expansion factor homolog (zebrafish)
30512	5.86e-42	3.50e-42		
33138	5.86e-42	3.50e-42	ABCE1	ATP binding cassette subfamily E member 1
41720	5.89e-42	3.52e-42	ADAL	adenosine deaminase like
40476	5.89e-42	3.52e-42	UBL7-AS1	UBL7 antisense RNA 1 (head to head)
41264	5.90e-42	3.53e-42		
12661	5.90e-42	3.53e-42	PRKCA	protein kinase C alpha
25765	5.91e-42	3.53e-42	SPTLC1	serine palmitoyltransferase long chain base subunit 1
9366	5.91e-42	3.53e-42	FLAD1	flavin adenine dinucleotide synthetase 1
41485	5.91e-42	3.53e-42	ASAH1	N-acylsphingosine amidohydrolase 1
12363	5.91e-42	3.53e-42		
25470	5.92e-42	3.54e-42	DRAM1	DNA damage regulated autophagy modulator 1
41668	5.93e-42	3.54e-42		
17056	5.93e-42	3.54e-42	ACVR2B	activin A receptor type 2B
10807	5.93e-42	3.55e-42	FAH	fumarylacetoacetate hydrolase
15777	5.93e-42	3.55e-42	COL4A5	collagen type IV alpha 5 chain
33576	5.93e-42	3.55e-42	ZNF347	zinc finger protein 347
33537	5.94e-42	3.55e-42	BCR	BCR, RhoGEF and GTPase activating protein
32478	5.95e-42	3.56e-42		
9035	5.95e-42	3.56e-42	NME6	NME/NM23 nucleoside diphosphate kinase 6
6850	5.95e-42	3.56e-42		
15684	5.96e-42	3.56e-42	GXYLT2	glucoside xylosyltransferase 2
42970	5.96e-42	3.56e-42	ZC3H15	zinc finger CCCH-type containing 15
27767	5.96e-42	3.57e-42	RTKN2	rhotekin 2
33026	5.96e-42	3.57e-42	SEL1L	SEL1L ERAD E3 ligase adaptor subunit
30900	5.96e-42	3.57e-42	TMEM19	transmembrane protein 19
31963	5.97e-42	3.57e-42	SYS1	Sys1 golgi trafficking protein
24965	5.98e-42	3.58e-42	DHDDS	dehydrodolichyl diphosphate synthase subunit
1855	5.99e-42	3.58e-42		
13503	6.00e-42	3.59e-42	MAZ	MYC associated zinc finger protein
36407	6.01e-42	3.60e-42	PELI2	pellino E3 ubiquitin protein ligase family member 2
12810	6.01e-42	3.60e-42		
41039	6.02e-42	3.60e-42	SHC3	SHC adaptor protein 3
13198	6.03e-42	3.61e-42		
36946	6.03e-42	3.61e-42	GMDS-AS1	GMDS antisense RNA 1 (head to head)
38968	6.03e-42	3.61e-42	CCDC102B	coiled-coil domain containing 102B
25215	6.04e-42	3.61e-42	METTL21A	methyltransferase like 21A
39917	6.05e-42	3.62e-42	HERC2P7	hect domain and RLD 2 pseudogene 7
24750	6.06e-42	3.63e-42	ZDHHC24	zinc finger DHHC-type containing 24
2148	6.07e-42	3.63e-42	RABGGTB	Rab geranylgeranyltransferase beta subunit
38315	6.09e-42	3.65e-42	BORCS8-MEF2B	BORCS8-MEF2B readthrough
17291	6.11e-42	3.66e-42	UHMK1	U2AF homology motif (UHM) kinase 1
10499	6.11e-42	3.66e-42	PPARD	peroxisome proliferator activated receptor delta
4511	6.11e-42	3.66e-42	MRAS	muscle RAS oncogene homolog
44336	6.11e-42	3.66e-42		
29690	6.11e-42	3.66e-42	KIF16B	kinesin family member 16B
2753	6.11e-42	3.66e-42		
26849	6.11e-42	3.66e-42	PRPF38B	pre-mRNA processing factor 38B
7049	6.11e-42	3.66e-42	RPL10	ribosomal protein L10
12482	6.11e-42	3.66e-42	ERI2	ERI1 exoribonuclease family member 2
32945	6.13e-42	3.67e-42		
31377	6.13e-42	3.67e-42	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4
22816	6.14e-42	3.68e-42	TAOK3	TAO kinase 3
12694	6.14e-42	3.68e-42	CARNMT1	carnosine N-methyltransferase 1
36583	6.14e-42	3.68e-42	ZC3H12A	zinc finger CCCH-type containing 12A
36357	6.14e-42	3.68e-42	TSHZ2	teashirt zinc finger homeobox 2
37585	6.15e-42	3.68e-42		
13173	6.15e-42	3.69e-42	MED16	mediator complex subunit 16
27706	6.15e-42	3.69e-42	PTPRE	protein tyrosine phosphatase, receptor type E
14144	6.15e-42	3.69e-42	MRGBP	MRG/MORF4L binding protein
16622	6.16e-42	3.69e-42	ATF7IP2	activating transcription factor 7 interacting protein 2
6023	6.16e-42	3.69e-42		
32943	6.17e-42	3.70e-42	PSIP1	PC4 and SFRS1 interacting protein 1
29432	6.18e-42	3.71e-42	ENOX2	ecto-NOX disulfide-thiol exchanger 2
36678	6.18e-42	3.71e-42	HYI	hydroxypyruvate isomerase (putative)
32887	6.21e-42	3.72e-42		
26686	6.22e-42	3.73e-42	SPDYE7P	speedy/RINGO cell cycle regulator family member E7, pseudogene
1423	6.22e-42	3.73e-42	NOXA1	NADPH oxidase activator 1
9363	6.23e-42	3.73e-42	PKP2	plakophilin 2
37342	6.23e-42	3.73e-42		
7164	6.23e-42	3.74e-42	ZNF280D	zinc finger protein 280D
20175	6.25e-42	3.75e-42	APP	amyloid beta precursor protein
6544	6.26e-42	3.75e-42	HCN2	hyperpolarization activated cyclic nucleotide gated potassium channel 2
20884	6.27e-42	3.76e-42		
2912	6.28e-42	3.76e-42	MAD2L1BP	MAD2L1 binding protein
34956	6.29e-42	3.77e-42	KDELC2	KDEL motif containing 2
21796	6.29e-42	3.77e-42	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
5472	6.29e-42	3.78e-42	MCU	mitochondrial calcium uniporter
12038	6.32e-42	3.79e-42	PTBP1	polypyrimidine tract binding protein 1
20362	6.32e-42	3.79e-42		
9282	6.34e-42	3.80e-42		
27933	6.34e-42	3.81e-42	MORC3	MORC family CW-type zinc finger 3
19257	6.34e-42	3.81e-42		
35538	6.35e-42	3.81e-42		
23070	6.36e-42	3.82e-42	CASP8	caspase 8
13391	6.36e-42	3.82e-42		
26180	6.37e-42	3.83e-42	LDHB	lactate dehydrogenase B
9176	6.40e-42	3.84e-42	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
28406	6.42e-42	3.85e-42	CD53	CD53 molecule
15010	6.42e-42	3.86e-42		
7582	6.44e-42	3.87e-42	FOXD2	forkhead box D2
26089	6.44e-42	3.87e-42	ASB1	ankyrin repeat and SOCS box containing 1
14098	6.45e-42	3.87e-42		
27128	6.45e-42	3.87e-42	FGR	FGR proto-oncogene, Src family tyrosine kinase
15789	6.45e-42	3.87e-42	LRP12	LDL receptor related protein 12
24807	6.45e-42	3.88e-42	CKAP4	cytoskeleton associated protein 4
7815	6.45e-42	3.88e-42	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
9406	6.47e-42	3.88e-42	AZIN1	antizyme inhibitor 1
9574	6.47e-42	3.88e-42	C11orf42	chromosome 11 open reading frame 42
26740	6.47e-42	3.89e-42	GALNS	galactosamine (N-acetyl)-6-sulfatase
8011	6.47e-42	3.89e-42	SPDYE3	speedy/RINGO cell cycle regulator family member E3
2446	6.47e-42	3.89e-42	ZBTB24	zinc finger and BTB domain containing 24
18099	6.48e-42	3.89e-42	GLIS3	GLIS family zinc finger 3
19658	6.48e-42	3.90e-42	C8orf58	chromosome 8 open reading frame 58
5882	6.49e-42	3.90e-42	CHD9	chromodomain helicase DNA binding protein 9
13001	6.49e-42	3.90e-42	NQO1	NAD(P)H quinone dehydrogenase 1
19986	6.49e-42	3.90e-42		
30033	6.51e-42	3.91e-42	ERICH1	glutamate rich 1
1234	6.51e-42	3.91e-42	NAPG	NSF attachment protein gamma
11360	6.51e-42	3.92e-42	ARNTL	aryl hydrocarbon receptor nuclear translocator like
36618	6.53e-42	3.93e-42	LARP4	La ribonucleoprotein domain family member 4
43700	6.55e-42	3.94e-42	ADRA2A	adrenoceptor alpha 2A
22864	6.56e-42	3.95e-42	ZYG11B	zyg-11 family member B, cell cycle regulator
24772	6.57e-42	3.95e-42	FCN3	ficolin 3
9799	6.57e-42	3.95e-42	NOTCH2NL	notch 2 N-terminal like
42008	6.57e-42	3.95e-42		
35150	6.59e-42	3.97e-42	LSM14B	LSM family member 14B
41882	6.60e-42	3.97e-42	DHX35	DEAH-box helicase 35
5285	6.67e-42	4.01e-42	C7orf50	chromosome 7 open reading frame 50
39644	6.68e-42	4.02e-42	GPT2	glutamic--pyruvic transaminase 2
3600	6.68e-42	4.02e-42	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)
5115	6.69e-42	4.03e-42		
36566	6.69e-42	4.03e-42		
23154	6.70e-42	4.03e-42	BAX	BCL2 associated X, apoptosis regulator
17077	6.71e-42	4.04e-42		
28655	6.71e-42	4.04e-42	RAB22A	RAB22A, member RAS oncogene family
2458	6.71e-42	4.04e-42		
36153	6.72e-42	4.04e-42		
35971	6.73e-42	4.05e-42	STOML2	stomatin like 2
43530	6.73e-42	4.05e-42	AKAP8L	A-kinase anchoring protein 8 like
10550	6.75e-42	4.06e-42	DTX3L	deltex E3 ubiquitin ligase 3L
35075	6.76e-42	4.07e-42	LGALS9C	galectin 9C
44986	6.77e-42	4.07e-42	IQGAP3	IQ motif containing GTPase activating protein 3
29335	6.77e-42	4.08e-42	MIR210HG	MIR210 host gene
24029	6.78e-42	4.08e-42	OSM	oncostatin M
38468	6.80e-42	4.09e-42	TFF2	trefoil factor 2
42221	6.81e-42	4.10e-42	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
21859	6.81e-42	4.10e-42		
34308	6.84e-42	4.12e-42	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8
28436	6.85e-42	4.13e-42	LY6G5B	lymphocyte antigen 6 complex, locus G5B
43185	6.86e-42	4.13e-42	PLEKHF1	pleckstrin homology and FYVE domain containing 1
36918	6.86e-42	4.13e-42	RHOG	ras homolog family member G
32741	6.86e-42	4.13e-42	TMX4	thioredoxin related transmembrane protein 4
239	6.87e-42	4.14e-42	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
6095	6.87e-42	4.14e-42	TMEM185B	transmembrane protein 185B
30739	6.88e-42	4.14e-42	CUTC	cutC copper transporter
6571	6.89e-42	4.15e-42	SLC35A1	solute carrier family 35 member A1
15494	6.89e-42	4.15e-42	YLPM1	YLP motif containing 1
20050	6.89e-42	4.15e-42	PSORS1C2	psoriasis susceptibility 1 candidate 2
11114	6.91e-42	4.16e-42	TBC1D23	TBC1 domain family member 23
20138	6.91e-42	4.17e-42	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
844	6.91e-42	4.17e-42	RAB42	RAB42, member RAS oncogene family
3394	6.93e-42	4.18e-42	C19orf68	chromosome 19 open reading frame 68
41272	6.94e-42	4.18e-42	LIPA	lipase A, lysosomal acid type
2693	6.95e-42	4.19e-42		
37047	6.95e-42	4.19e-42	SEPT9	septin 9
9151	6.95e-42	4.19e-42	GCDH	glutaryl-CoA dehydrogenase
312	6.95e-42	4.19e-42	FRMD8P1	FERM domain containing 8 pseudogene 1
25798	6.95e-42	4.19e-42		
20600	6.95e-42	4.19e-42	EIF5A	eukaryotic translation initiation factor 5A
25931	6.97e-42	4.20e-42	TAPBP	TAP binding protein (tapasin)
42291	6.98e-42	4.21e-42	PBRM1	polybromo 1
30167	6.98e-42	4.21e-42	SPPL3	signal peptide peptidase like 3
3587	6.98e-42	4.21e-42	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit
38985	7.00e-42	4.22e-42	NINJ2	ninjurin 2
1151	7.00e-42	4.22e-42	PQLC3	PQ loop repeat containing 3
522	7.00e-42	4.22e-42	ZBTB11	zinc finger and BTB domain containing 11
9917	7.03e-42	4.24e-42	VMA21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
42336	7.05e-42	4.26e-42	KMT2D	lysine methyltransferase 2D
40367	7.06e-42	4.26e-42	SNHG12	small nucleolar RNA host gene 12
41640	7.07e-42	4.26e-42	EP400	E1A binding protein p400
27332	7.08e-42	4.27e-42	CENPQ	centromere protein Q
45168	7.09e-42	4.28e-42	HLF	HLF, PAR bZIP transcription factor
24837	7.09e-42	4.28e-42	ADGRF5	adhesion G protein-coupled receptor F5
14274	7.10e-42	4.29e-42		
6223	7.12e-42	4.30e-42	TRAM1	translocation associated membrane protein 1
41147	7.12e-42	4.30e-42	WBP2	WW domain binding protein 2
44342	7.13e-42	4.30e-42	SSFA2	sperm specific antigen 2
3158	7.14e-42	4.31e-42	RGL2	ral guanine nucleotide dissociation stimulator like 2
30600	7.15e-42	4.32e-42	BIRC7	baculoviral IAP repeat containing 7
7923	7.17e-42	4.33e-42	FANCM	Fanconi anemia complementation group M
15531	7.18e-42	4.33e-42		
42661	7.19e-42	4.34e-42	PEX3	peroxisomal biogenesis factor 3
42939	7.21e-42	4.35e-42		
25109	7.23e-42	4.36e-42	LOC100507654	uncharacterized LOC100507654
42342	7.23e-42	4.36e-42	AEBP2	AE binding protein 2
17675	7.23e-42	4.37e-42	SLC13A3	solute carrier family 13 member 3
44270	7.23e-42	4.37e-42	ZNF69	zinc finger protein 69
27685	7.24e-42	4.37e-42	MTMR1	myotubularin related protein 1
36849	7.24e-42	4.37e-42	TMEM127	transmembrane protein 127
18911	7.25e-42	4.38e-42	JOSD2	Josephin domain containing 2
3422	7.26e-42	4.39e-42	RGPD2	RANBP2-like and GRIP domain containing 2
24396	7.27e-42	4.40e-42	RBM17	RNA binding motif protein 17
28384	7.28e-42	4.40e-42	CRKL	CRK like proto-oncogene, adaptor protein
772	7.30e-42	4.41e-42	PROSER3	proline and serine rich 3
23808	7.32e-42	4.42e-42	FOXB1	forkhead box B1
28534	7.33e-42	4.43e-42	FADS1	fatty acid desaturase 1
10428	7.33e-42	4.43e-42	MOV10	Mov10 RISC complex RNA helicase
35706	7.33e-42	4.43e-42		
2706	7.33e-42	4.43e-42	HSPB11	heat shock protein family B (small) member 11
40148	7.33e-42	4.43e-42	BRCA2	BRCA2, DNA repair associated
10556	7.33e-42	4.43e-42		
38043	7.34e-42	4.44e-42	MTMR12	myotubularin related protein 12
17776	7.35e-42	4.45e-42	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
26401	7.37e-42	4.46e-42	ZNF414	zinc finger protein 414
42753	7.37e-42	4.46e-42	SMIM11A	small integral membrane protein 11A
20514	7.39e-42	4.47e-42	CUL4B	cullin 4B
4518	7.39e-42	4.47e-42	SRRM3	serine/arginine repetitive matrix 3
32240	7.39e-42	4.47e-42		
33817	7.39e-42	4.47e-42	NAXD	NAD(P)HX dehydratase
31422	7.40e-42	4.47e-42	CLDN3	claudin 3
7964	7.40e-42	4.48e-42	BCL2	BCL2, apoptosis regulator
35435	7.41e-42	4.48e-42	LOC100507311	uncharacterized LOC100507311
14013	7.41e-42	4.48e-42	ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase
663	7.42e-42	4.49e-42	SDAD1P1	SDA1 domain containing 1 pseudogene 1
23127	7.43e-42	4.49e-42	UBR1	ubiquitin protein ligase E3 component n-recognin 1
33981	7.44e-42	4.50e-42	SPATA18	spermatogenesis associated 18
2620	7.44e-42	4.50e-42		
7779	7.45e-42	4.51e-42	SMCO4	single-pass membrane protein with coiled-coil domains 4
11015	7.46e-42	4.51e-42	MEAF6	MYST/Esa1 associated factor 6
3776	7.46e-42	4.52e-42		
15089	7.46e-42	4.52e-42		
42677	7.47e-42	4.52e-42		
4759	7.49e-42	4.54e-42	TOMM70	translocase of outer mitochondrial membrane 70
36663	7.51e-42	4.54e-42	XPOT	exportin for tRNA
18350	7.51e-42	4.55e-42	FAR1	fatty acyl-CoA reductase 1
11456	7.51e-42	4.55e-42	RASSF9	Ras association domain family member 9
42768	7.52e-42	4.55e-42		
20777	7.55e-42	4.57e-42	SOGA1	suppressor of glucose, autophagy associated 1
38394	7.58e-42	4.59e-42	ASB4	ankyrin repeat and SOCS box containing 4
37809	7.58e-42	4.59e-42	SPRYD7	SPRY domain containing 7
35340	7.59e-42	4.59e-42	MCUR1	mitochondrial calcium uniporter regulator 1
36788	7.59e-42	4.60e-42	MYO1D	myosin ID
39972	7.59e-42	4.60e-42	DBF4	DBF4 zinc finger
30330	7.59e-42	4.60e-42	NDEL1	nudE neurodevelopment protein 1 like 1
27432	7.59e-42	4.60e-42	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
13887	7.60e-42	4.60e-42	RPS14	ribosomal protein S14
20318	7.60e-42	4.60e-42	PGRMC2	progesterone receptor membrane component 2
31431	7.61e-42	4.61e-42	PLD6	phospholipase D family member 6
21575	7.61e-42	4.61e-42		
493	7.63e-42	4.63e-42	TWSG1	twisted gastrulation BMP signaling modulator 1
12981	7.64e-42	4.63e-42	KIAA1191	KIAA1191
27715	7.64e-42	4.63e-42	TPGS2	tubulin polyglutamylase complex subunit 2
12746	7.65e-42	4.64e-42	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
298	7.67e-42	4.65e-42	CENPN	centromere protein N
18095	7.68e-42	4.65e-42	PMVK	phosphomevalonate kinase
43329	7.68e-42	4.66e-42	EXOC8	exocyst complex component 8
23601	7.68e-42	4.66e-42	PLPP7	phospholipid phosphatase 7 (inactive)
27516	7.69e-42	4.66e-42	RGN	regucalcin
21385	7.71e-42	4.68e-42		
30170	7.71e-42	4.68e-42	ADGRE5	adhesion G protein-coupled receptor E5
4530	7.72e-42	4.68e-42		
37569	7.72e-42	4.68e-42	AKR1B1	aldo-keto reductase family 1 member B
22535	7.73e-42	4.69e-42		
6735	7.74e-42	4.70e-42	EARS2	glutamyl-tRNA synthetase 2, mitochondrial
41907	7.74e-42	4.70e-42	IGKV2-24	immunoglobulin kappa variable 2-24
44813	7.75e-42	4.70e-42	PAIP1	poly(A) binding protein interacting protein 1
20437	7.75e-42	4.70e-42	MSI2	musashi RNA binding protein 2
16885	7.75e-42	4.70e-42	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
21029	7.75e-42	4.70e-42	SYCP1	synaptonemal complex protein 1
11703	7.76e-42	4.71e-42	CTSA	cathepsin A
40620	7.77e-42	4.72e-42	GJC2	gap junction protein gamma 2
34084	7.79e-42	4.72e-42		
19356	7.81e-42	4.74e-42	TMTC3	transmembrane and tetratricopeptide repeat containing 3
14118	7.83e-42	4.75e-42	SSR3	signal sequence receptor subunit 3
43923	7.83e-42	4.75e-42	MAPK7	mitogen-activated protein kinase 7
25496	7.83e-42	4.76e-42		
17357	7.85e-42	4.76e-42	BOD1L1	biorientation of chromosomes in cell division 1 like 1
14020	7.85e-42	4.77e-42	UBXN8	UBX domain protein 8
23396	7.86e-42	4.77e-42	WDFY3-AS2	WDFY3 antisense RNA 2
38866	7.87e-42	4.77e-42	SOX21	SRY-box 21
37359	7.88e-42	4.79e-42		
21070	7.89e-42	4.79e-42		
38973	7.91e-42	4.80e-42	MED29	mediator complex subunit 29
14494	7.92e-42	4.81e-42	METTL7A	methyltransferase like 7A
5310	7.93e-42	4.81e-42	EMBP1	embigin pseudogene 1
16245	7.95e-42	4.83e-42	BTN2A2	butyrophilin subfamily 2 member A2
25910	7.95e-42	4.83e-42	VAC14	Vac14, PIKFYVE complex component
44169	7.95e-42	4.83e-42	ADPRHL1	ADP-ribosylhydrolase like 1
9435	7.96e-42	4.83e-42	ZNF761	zinc finger protein 761
33519	7.97e-42	4.84e-42	TUFT1	tuftelin 1
30359	7.97e-42	4.84e-42	SLC44A1	solute carrier family 44 member 1
11042	8.02e-42	4.87e-42	SLC35E3	solute carrier family 35 member E3
15007	8.02e-42	4.87e-42	OSTM1	osteopetrosis associated transmembrane protein 1
10260	8.03e-42	4.88e-42	METAP2	methionyl aminopeptidase 2
39464	8.05e-42	4.89e-42		
33759	8.06e-42	4.90e-42		
10099	8.06e-42	4.90e-42		
32082	8.06e-42	4.90e-42		
446	8.06e-42	4.90e-42	LINC01000	long intergenic non-protein coding RNA 1000
20947	8.06e-42	4.90e-42	PLD1	phospholipase D1
3904	8.07e-42	4.90e-42	ZNF35	zinc finger protein 35
10164	8.09e-42	4.92e-42	KLHL7	kelch like family member 7
33923	8.09e-42	4.92e-42	PNISR	PNN interacting serine and arginine rich protein
32047	8.09e-42	4.92e-42	ZNF462	zinc finger protein 462
34679	8.11e-42	4.93e-42	SLC7A5	solute carrier family 7 member 5
30605	8.11e-42	4.93e-42	BOLA1	bolA family member 1
19662	8.13e-42	4.94e-42		
21210	8.14e-42	4.95e-42	TMC4	transmembrane channel like 4
9117	8.14e-42	4.95e-42	ADAL	adenosine deaminase like
37403	8.17e-42	4.97e-42	GCM1	glial cells missing homolog 1
2725	8.20e-42	4.99e-42		
44080	8.21e-42	4.99e-42	B3GALT4	beta-1,3-galactosyltransferase 4
44510	8.21e-42	4.99e-42	DSCR3	DSCR3 arrestin fold containing
32525	8.22e-42	5.00e-42		
42778	8.22e-42	5.00e-42	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1
1202	8.22e-42	5.00e-42	EHMT2	euchromatic histone lysine methyltransferase 2
22044	8.24e-42	5.02e-42		
11035	8.25e-42	5.02e-42	TNC	tenascin C
18611	8.27e-42	5.03e-42	HIST1H2AM	histone cluster 1, H2am
24645	8.27e-42	5.03e-42	ZNF823	zinc finger protein 823
37102	8.28e-42	5.04e-42	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1
6808	8.29e-42	5.04e-42	ZFAND6	zinc finger AN1-type containing 6
26487	8.29e-42	5.05e-42	BAP1	BRCA1 associated protein 1
5903	8.31e-42	5.06e-42	RGPD1	RANBP2-like and GRIP domain containing 1
40695	8.31e-42	5.06e-42	AFF4	AF4/FMR2 family member 4
44192	8.32e-42	5.06e-42	EPAS1	endothelial PAS domain protein 1
26166	8.34e-42	5.08e-42	FNTB	farnesyltransferase, CAAX box, beta
24023	8.34e-42	5.08e-42		
41621	8.34e-42	5.08e-42	ARMC8	armadillo repeat containing 8
30104	8.34e-42	5.08e-42	TCF7	transcription factor 7 (T-cell specific, HMG-box)
15064	8.34e-42	5.08e-42	ANPEP	alanyl aminopeptidase, membrane
30714	8.35e-42	5.08e-42		
31056	8.35e-42	5.08e-42		
38054	8.35e-42	5.08e-42	TSPAN14	tetraspanin 14
12099	8.35e-42	5.09e-42	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
38122	8.35e-42	5.09e-42	ZNF609	zinc finger protein 609
43740	8.36e-42	5.09e-42	C4orf48	chromosome 4 open reading frame 48
4934	8.36e-42	5.09e-42	ZNF543	zinc finger protein 543
26287	8.37e-42	5.10e-42	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
23607	8.37e-42	5.10e-42		
32555	8.38e-42	5.10e-42	STIP1	stress induced phosphoprotein 1
7155	8.39e-42	5.11e-42	WDR83OS	WD repeat domain 83 opposite strand
33351	8.40e-42	5.12e-42		
41639	8.41e-42	5.12e-42	SIGIRR	single Ig and TIR domain containing
33803	8.42e-42	5.13e-42	SNCA	synuclein alpha
39055	8.42e-42	5.13e-42	CLP1	cleavage and polyadenylation factor I subunit 1
31559	8.42e-42	5.13e-42	SDCBP	syndecan binding protein
