ID	adj.P.Val	P.Value	Gene.symbol	Gene.title
15446	1.89e-45	6.75e-46	NDST2	N-deacetylase and N-sulfotransferase 2
24289	1.89e-45	6.75e-46		
26533	1.89e-45	6.75e-46	COPS9	COP9 signalosome subunit 9
20723	1.90e-45	6.76e-46		
30592	1.90e-45	6.77e-46	FKBP9	FK506 binding protein 9
42892	1.90e-45	6.78e-46	SH3PXD2B	SH3 and PX domains 2B
21161	1.90e-45	6.79e-46		
41768	1.92e-45	6.85e-46	CHD1	chromodomain helicase DNA binding protein 1
8780	1.92e-45	6.85e-46	SMAD1	SMAD family member 1
34156	1.92e-45	6.86e-46	ECH1	enoyl-CoA hydratase 1
40919	1.93e-45	6.87e-46	NHLRC3	NHL repeat containing 3
11039	1.93e-45	6.90e-46	PRKCE	protein kinase C epsilon
36868	1.93e-45	6.90e-46	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit
44982	1.94e-45	6.91e-46	MGC27345	uncharacterized protein MGC27345
32823	1.94e-45	6.91e-46	TPP1	tripeptidyl peptidase 1
34966	1.94e-45	6.92e-46	MOS	v-mos Moloney murine sarcoma viral oncogene homolog
25107	1.94e-45	6.92e-46	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
7783	1.94e-45	6.93e-46	RXRA	retinoid X receptor alpha
33927	1.94e-45	6.94e-46	PTPN18	protein tyrosine phosphatase, non-receptor type 18
1610	1.95e-45	6.96e-46	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
7211	1.95e-45	6.97e-46	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
20001	1.95e-45	6.98e-46	TRAPPC9	trafficking protein particle complex 9
32037	1.96e-45	6.99e-46		
30431	1.96e-45	6.99e-46	CXorf36	chromosome X open reading frame 36
38586	1.96e-45	7.00e-46	QSER1	glutamine and serine rich 1
36447	1.96e-45	7.00e-46	SMAD4	SMAD family member 4
8985	1.96e-45	7.01e-46	MFSD14A	major facilitator superfamily domain containing 14A
9006	1.96e-45	7.01e-46	SCARF2	scavenger receptor class F member 2
14658	1.96e-45	7.01e-46	WRN	Werner syndrome RecQ like helicase
3129	1.96e-45	7.02e-46	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
42433	1.97e-45	7.03e-46		
27668	1.97e-45	7.04e-46		
28295	1.97e-45	7.05e-46	C12orf65	chromosome 12 open reading frame 65
2187	1.97e-45	7.06e-46	LPP	LIM domain containing preferred translocation partner in lipoma
17607	1.97e-45	7.06e-46	HLA-A	major histocompatibility complex, class I, A
15535	1.97e-45	7.06e-46	TWF1	twinfilin actin binding protein 1
3020	1.98e-45	7.08e-46	PRR13	proline rich 13
21099	1.98e-45	7.10e-46	ZNF165	zinc finger protein 165
42013	1.99e-45	7.11e-46		
23089	1.99e-45	7.13e-46	MED13	mediator complex subunit 13
42659	1.99e-45	7.13e-46		
37178	1.99e-45	7.13e-46	FAM212A	family with sequence similarity 212 member A
27010	1.99e-45	7.13e-46		
13213	1.99e-45	7.13e-46	SFSWAP	splicing factor SWAP homolog
28355	1.99e-45	7.13e-46	VPS13B	vacuolar protein sorting 13 homolog B
14361	2.00e-45	7.16e-46	CDKN1B	cyclin dependent kinase inhibitor 1B
11539	2.00e-45	7.16e-46		
20581	2.00e-45	7.17e-46	ZNF143	zinc finger protein 143
17652	2.00e-45	7.18e-46	C1QTNF2	C1q and tumor necrosis factor related protein 2
31824	2.01e-45	7.18e-46		
38801	2.01e-45	7.19e-46	ZNF484	zinc finger protein 484
11676	2.01e-45	7.19e-46		
39530	2.01e-45	7.20e-46	NUDCD1	NudC domain containing 1
26192	2.01e-45	7.21e-46	IPO13	importin 13
23717	2.02e-45	7.23e-46	IPO8	importin 8
12739	2.02e-45	7.24e-46	MOB1B	MOB kinase activator 1B
10066	2.02e-45	7.24e-46	ANP32A-IT1	ANP32A intronic transcript 1
18952	2.02e-45	7.25e-46	COL6A3	collagen type VI alpha 3 chain
42216	2.02e-45	7.25e-46		
35765	2.02e-45	7.25e-46	DTWD1	DTW domain containing 1
18431	2.03e-45	7.26e-46	TUBA4A	tubulin alpha 4a
24579	2.03e-45	7.27e-46	IER2	immediate early response 2
4986	2.03e-45	7.28e-46	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
27829	2.03e-45	7.28e-46		
38656	2.03e-45	7.29e-46	HERC2P2	hect domain and RLD 2 pseudogene 2
39741	2.03e-45	7.30e-46	PRRG1	proline rich and Gla domain 1
3761	2.04e-45	7.31e-46		
2457	2.04e-45	7.31e-46	ZDHHC21	zinc finger DHHC-type containing 21
37278	2.04e-45	7.33e-46	PTPN6	protein tyrosine phosphatase, non-receptor type 6
18583	2.05e-45	7.35e-46	IGLV6-57	immunoglobulin lambda variable 6-57
34027	2.05e-45	7.36e-46	RPL10L	ribosomal protein L10 like
22563	2.05e-45	7.37e-46		
21051	2.06e-45	7.39e-46	FAS	Fas cell surface death receptor
7858	2.06e-45	7.40e-46	ZSCAN20	zinc finger and SCAN domain containing 20
18532	2.07e-45	7.42e-46	PTMS	parathymosin
5856	2.07e-45	7.43e-46	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
29990	2.08e-45	7.46e-46	PLGLB1	plasminogen-like B1
40503	2.08e-45	7.46e-46	DBN1	drebrin 1
28273	2.08e-45	7.47e-46	MTPN	myotrophin
39498	2.08e-45	7.48e-46	RPN2	ribophorin II
20704	2.08e-45	7.49e-46		
38435	2.08e-45	7.49e-46	MAFK	MAF bZIP transcription factor K
17035	2.09e-45	7.50e-46	KIF21B	kinesin family member 21B
23175	2.10e-45	7.55e-46	IGF1R	insulin like growth factor 1 receptor
19627	2.10e-45	7.56e-46		
21157	2.10e-45	7.57e-46	SLAIN2	SLAIN motif family member 2
33913	2.11e-45	7.57e-46	ENO1	enolase 1
28955	2.11e-45	7.58e-46	PPFIBP1	PPFIA binding protein 1
34197	2.11e-45	7.60e-46	DNAH11	dynein axonemal heavy chain 11
9227	2.13e-45	7.67e-46	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
17355	2.13e-45	7.68e-46	EFNA1	ephrin A1
10966	2.14e-45	7.69e-46	BHLHE23	basic helix-loop-helix family member e23
43841	2.14e-45	7.70e-46	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)
30589	2.14e-45	7.71e-46	TSHZ1	teashirt zinc finger homeobox 1
25579	2.14e-45	7.71e-46	RIN2	Ras and Rab interactor 2
16302	2.14e-45	7.72e-46	FAM126B	family with sequence similarity 126 member B
43639	2.15e-45	7.73e-46	EPB41L5	erythrocyte membrane protein band 4.1 like 5
2027	2.15e-45	7.74e-46		
31524	2.15e-45	7.75e-46	SGSM2	small G protein signaling modulator 2
12802	2.15e-45	7.75e-46	ZNF513	zinc finger protein 513
23121	2.15e-45	7.75e-46	TRIM68	tripartite motif containing 68
24561	2.16e-45	7.76e-46	ZNF562	zinc finger protein 562
21860	2.16e-45	7.77e-46	RAD54B	RAD54 homolog B (S. cerevisiae)
32668	2.16e-45	7.78e-46	DFFA	DNA fragmentation factor subunit alpha
11414	2.16e-45	7.79e-46		
4875	2.16e-45	7.80e-46		
11975	2.16e-45	7.80e-46		
33403	2.16e-45	7.80e-46	TFAP2C	transcription factor AP-2 gamma
30254	2.16e-45	7.80e-46	HNRNPR	heterogeneous nuclear ribonucleoprotein R
1727	2.16e-45	7.80e-46	ZNF718	zinc finger protein 718
23930	2.17e-45	7.81e-46		
11142	2.17e-45	7.83e-46		
22761	2.17e-45	7.83e-46	KCMF1	potassium channel modulatory factor 1
24541	2.17e-45	7.83e-46	SLC31A1	solute carrier family 31 member 1
15734	2.17e-45	7.83e-46	IMPACT	impact RWD domain protein
19867	2.17e-45	7.84e-46	PSMB5	proteasome subunit beta 5
22418	2.18e-45	7.85e-46		
17150	2.18e-45	7.85e-46	COG5	component of oligomeric golgi complex 5
1671	2.18e-45	7.86e-46	RPS2	ribosomal protein S2
1326	2.18e-45	7.86e-46	RIC1	RIC1 homolog, RAB6A GEF complex partner 1
8062	2.18e-45	7.87e-46	ROCK2	Rho associated coiled-coil containing protein kinase 2
37567	2.18e-45	7.87e-46	ZFHX3	zinc finger homeobox 3
22699	2.18e-45	7.88e-46		
33486	2.19e-45	7.91e-46	SPIDR	scaffolding protein involved in DNA repair
32775	2.19e-45	7.91e-46	NCK1	NCK adaptor protein 1
11581	2.21e-45	7.97e-46	CLK1	CDC like kinase 1
23253	2.22e-45	8.00e-46		
43388	2.22e-45	8.01e-46		
7215	2.22e-45	8.02e-46	TRMT13	tRNA methyltransferase 13 homolog
42613	2.23e-45	8.04e-46	NEK7	NIMA related kinase 7
546	2.23e-45	8.06e-46	TLE4	transducin like enhancer of split 4
4826	2.23e-45	8.07e-46	WWP2	WW domain containing E3 ubiquitin protein ligase 2
35405	2.23e-45	8.07e-46		
25907	2.24e-45	8.08e-46	LOC102725138	uncharacterized protein C16orf52 homolog B
25192	2.24e-45	8.11e-46	VWF	von Willebrand factor
6625	2.24e-45	8.11e-46		
38347	2.25e-45	8.13e-46	PPFIBP2	PPFIA binding protein 2
26350	2.25e-45	8.15e-46	SYPL1	synaptophysin like 1
14270	2.26e-45	8.17e-46	MDM2	MDM2 proto-oncogene
21598	2.26e-45	8.18e-46	ZNF707	zinc finger protein 707
3726	2.27e-45	8.20e-46		
32115	2.27e-45	8.21e-46	PGK1	phosphoglycerate kinase 1
33659	2.27e-45	8.22e-46	LRP4	LDL receptor related protein 4
16785	2.28e-45	8.24e-46	SGK3	serum/glucocorticoid regulated kinase family member 3
28396	2.28e-45	8.25e-46	FBLIM1	filamin binding LIM protein 1
32904	2.29e-45	8.27e-46	BCL2L1	BCL2 like 1
6312	2.29e-45	8.27e-46	CD276	CD276 molecule
23710	2.29e-45	8.29e-46	ZBTB20	zinc finger and BTB domain containing 20
31034	2.30e-45	8.32e-46	MPHOSPH9	M-phase phosphoprotein 9
3997	2.30e-45	8.33e-46		
40129	2.31e-45	8.35e-46	ABTB1	ankyrin repeat and BTB domain containing 1
18788	2.31e-45	8.36e-46	LOC401320	uncharacterized LOC401320
4407	2.32e-45	8.40e-46		
41177	2.32e-45	8.42e-46	COL23A1	collagen type XXIII alpha 1 chain
19096	2.33e-45	8.44e-46		
37045	2.33e-45	8.45e-46	NUFIP2	NUFIP2, FMR1 interacting protein 2
22549	2.33e-45	8.45e-46	TMEM234	transmembrane protein 234
30610	2.33e-45	8.45e-46	LINC00849	long intergenic non-protein coding RNA 849
14516	2.33e-45	8.45e-46	GAN	gigaxonin
4303	2.34e-45	8.46e-46	FAM60A	family with sequence similarity 60 member A
8496	2.34e-45	8.46e-46	GHSR	growth hormone secretagogue receptor
4332	2.34e-45	8.47e-46		
18990	2.34e-45	8.49e-46	TMEM159	transmembrane protein 159
12620	2.35e-45	8.51e-46	LOC729603	calcineurin like EF-hand protein 1 pseudogene
4952	2.35e-45	8.51e-46		
20565	2.35e-45	8.52e-46	VWF	von Willebrand factor
42709	2.35e-45	8.52e-46	C11orf16	chromosome 11 open reading frame 16
43811	2.36e-45	8.54e-46	PLGLB1	plasminogen-like B1
38478	2.36e-45	8.55e-46	ARNT	aryl hydrocarbon receptor nuclear translocator
6246	2.37e-45	8.59e-46	METTL14	methyltransferase like 14
32602	2.37e-45	8.59e-46	PYCR1	pyrroline-5-carboxylate reductase 1
40999	2.37e-45	8.60e-46	CD47	CD47 molecule
21804	2.38e-45	8.62e-46	USP20	ubiquitin specific peptidase 20
42158	2.39e-45	8.65e-46		
28767	2.39e-45	8.67e-46	CDH22	cadherin 22
9024	2.39e-45	8.68e-46	PFDN2	prefoldin subunit 2
20939	2.39e-45	8.69e-46	ALOX15B	arachidonate 15-lipoxygenase, type B
40286	2.40e-45	8.71e-46	SWSAP1	SWIM-type zinc finger 7 associated protein 1
10261	2.40e-45	8.71e-46	BOD1L2	biorientation of chromosomes in cell division 1 like 2
6842	2.40e-45	8.73e-46	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)
38423	2.41e-45	8.73e-46	CLIP1	CAP-Gly domain containing linker protein 1
35604	2.42e-45	8.77e-46	NHLRC3	NHL repeat containing 3
11809	2.42e-45	8.79e-46	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)
16697	2.42e-45	8.80e-46	AVL9	AVL9 cell migration associated
30071	2.42e-45	8.81e-46	MORF4L1	mortality factor 4 like 1
20364	2.42e-45	8.81e-46	ALAS1	5'-aminolevulinate synthase 1
7875	2.43e-45	8.82e-46	ZNF23	zinc finger protein 23
25777	2.43e-45	8.82e-46	COL4A2	collagen type IV alpha 2 chain
37949	2.43e-45	8.83e-46	CDK2AP1	cyclin dependent kinase 2 associated protein 1
9221	2.43e-45	8.83e-46	CHRD	chordin
41891	2.43e-45	8.84e-46	FAM120AOS	family with sequence similarity 120A opposite strand
19316	2.44e-45	8.86e-46		
43505	2.44e-45	8.88e-46	UPK2	uroplakin 2
39249	2.44e-45	8.89e-46		
18241	2.44e-45	8.89e-46	VWF	von Willebrand factor
19800	2.45e-45	8.89e-46	SMAD2	SMAD family member 2
23441	2.46e-45	8.95e-46	WDR1	WD repeat domain 1
22235	2.46e-45	8.95e-46		
24470	2.46e-45	8.96e-46		
12436	2.47e-45	8.99e-46	RAD51B	RAD51 paralog B
28171	2.47e-45	8.99e-46	GCC2	GRIP and coiled-coil domain containing 2
12290	2.48e-45	9.00e-46	AP2A2	adaptor related protein complex 2 alpha 2 subunit
7596	2.48e-45	9.01e-46	LGALS7B	galectin 7B
42285	2.48e-45	9.02e-46	H1FNT	H1 histone family member N, testis specific
13811	2.48e-45	9.02e-46	DCAF8	DDB1 and CUL4 associated factor 8
7183	2.48e-45	9.04e-46	SLC48A1	solute carrier family 48 member 1
42380	2.49e-45	9.08e-46	KLHDC3	kelch domain containing 3
32779	2.50e-45	9.10e-46		
36110	2.50e-45	9.11e-46	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
41819	2.50e-45	9.12e-46		
34116	2.50e-45	9.12e-46	ALDH18A1	aldehyde dehydrogenase 18 family member A1
32458	2.51e-45	9.14e-46	GNL1	G protein nucleolar 1 (putative)
21629	2.52e-45	9.18e-46	AEBP2	AE binding protein 2
12563	2.52e-45	9.18e-46	TRIM38	tripartite motif containing 38
25092	2.52e-45	9.20e-46	EP300	E1A binding protein p300
5156	2.53e-45	9.22e-46	PPP1R3E	protein phosphatase 1 regulatory subunit 3E
35541	2.53e-45	9.22e-46		
43214	2.53e-45	9.22e-46	SLC39A2	solute carrier family 39 member 2
42855	2.53e-45	9.22e-46	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3
33380	2.53e-45	9.24e-46	TJP1	tight junction protein 1
18096	2.54e-45	9.24e-46	POLR2A	RNA polymerase II subunit A
11907	2.54e-45	9.26e-46	EP400	E1A binding protein p400
12873	2.55e-45	9.28e-46	SUN1	Sad1 and UNC84 domain containing 1
4665	2.55e-45	9.29e-46	PRRC1	proline rich coiled-coil 1
36304	2.55e-45	9.29e-46	HELZ	helicase with zinc finger
33336	2.55e-45	9.29e-46	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
16333	2.55e-45	9.30e-46		
18265	2.55e-45	9.30e-46	RHPN1	rhophilin Rho GTPase binding protein 1
33390	2.55e-45	9.31e-46	OR7E24	olfactory receptor family 7 subfamily E member 24
31562	2.55e-45	9.31e-46	GNB4	G protein subunit beta 4
17799	2.55e-45	9.32e-46	SOX7	SRY-box 7
41398	2.55e-45	9.32e-46		
43728	2.55e-45	9.32e-46	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21
16581	2.55e-45	9.32e-46	SF3A1	splicing factor 3a subunit 1
26137	2.55e-45	9.32e-46	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
39505	2.56e-45	9.33e-46		
2632	2.57e-45	9.37e-46	TBP	TATA-box binding protein
3718	2.57e-45	9.38e-46	RAD50	RAD50 double strand break repair protein
30292	2.57e-45	9.39e-46		
33996	2.57e-45	9.39e-46	MAZ	MYC associated zinc finger protein
648	2.57e-45	9.40e-46	MTA3	metastasis associated 1 family member 3
29139	2.58e-45	9.41e-46		
37474	2.58e-45	9.43e-46	CBLL1	Cbl proto-oncogene like 1
1141	2.59e-45	9.47e-46	SLC25A51	solute carrier family 25 member 51
32678	2.59e-45	9.48e-46	CYLD	CYLD lysine 63 deubiquitinase
16378	2.60e-45	9.49e-46		
36720	2.60e-45	9.49e-46	RAB2B	RAB2B, member RAS oncogene family
33294	2.60e-45	9.50e-46	PTCD3	pentatricopeptide repeat domain 3
38505	2.60e-45	9.51e-46	GNGT1	G protein subunit gamma transducin 1
23620	2.60e-45	9.51e-46	NUP85	nucleoporin 85
31410	2.60e-45	9.51e-46	CSNK1E	casein kinase 1 epsilon
20265	2.60e-45	9.52e-46	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4
5974	2.61e-45	9.53e-46		
2372	2.61e-45	9.53e-46	MED22	mediator complex subunit 22
20073	2.62e-45	9.57e-46	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
30944	2.62e-45	9.57e-46	ZNF223	zinc finger protein 223
43320	2.62e-45	9.58e-46	GAPVD1	GTPase activating protein and VPS9 domains 1
28879	2.62e-45	9.58e-46		
14811	2.62e-45	9.58e-46		
9228	2.62e-45	9.59e-46	ARHGEF10	Rho guanine nucleotide exchange factor 10
39236	2.63e-45	9.61e-46	TTC9	tetratricopeptide repeat domain 9
26938	2.63e-45	9.62e-46	GABRA1	gamma-aminobutyric acid type A receptor alpha1 subunit
44224	2.63e-45	9.62e-46	RIT1	Ras like without CAAX 1
7016	2.63e-45	9.63e-46	ITGA8	integrin subunit alpha 8
21999	2.63e-45	9.63e-46	HMG20A	high mobility group 20A
40143	2.64e-45	9.65e-46		
10684	2.64e-45	9.65e-46	SECISBP2	SECIS binding protein 2
16913	2.64e-45	9.65e-46	ACYP2	acylphosphatase 2
16232	2.64e-45	9.67e-46	SWI5	SWI5 homologous recombination repair protein
816	2.64e-45	9.67e-46	VWF	von Willebrand factor
29392	2.65e-45	9.70e-46		
13715	2.65e-45	9.72e-46		
28457	2.66e-45	9.73e-46	SGSM3	small G protein signaling modulator 3
13850	2.66e-45	9.74e-46		
3115	2.66e-45	9.75e-46	NPFF	neuropeptide FF-amide peptide precursor
37804	2.66e-45	9.76e-46	CMYA5	cardiomyopathy associated 5
24365	2.66e-45	9.77e-46	FIS1	fission, mitochondrial 1
5388	2.67e-45	9.77e-46	AGPS	alkylglycerone phosphate synthase
34897	2.67e-45	9.77e-46	LOC100128288	uncharacterized LOC100128288
6389	2.67e-45	9.78e-46	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
7983	2.67e-45	9.80e-46	TERT	telomerase reverse transcriptase
24678	2.67e-45	9.81e-46		
44210	2.67e-45	9.81e-46	MTA2	metastasis associated 1 family member 2
23449	2.68e-45	9.82e-46		
13264	2.68e-45	9.84e-46	FAM192A	family with sequence similarity 192 member A
27127	2.69e-45	9.85e-46	TICRR	TOPBP1 interacting checkpoint and replication regulator
13685	2.69e-45	9.88e-46	FAM83B	family with sequence similarity 83 member B
8422	2.70e-45	9.91e-46		
32921	2.71e-45	9.95e-46	ANAPC15	anaphase promoting complex subunit 15
19089	2.71e-45	9.96e-46	GGT6	gamma-glutamyltransferase 6
14695	2.72e-45	1.00e-45	GRAMD4	GRAM domain containing 4
20046	2.73e-45	1.00e-45		
33181	2.75e-45	1.01e-45	FAM95A	family with sequence similarity 95 member A
34513	2.75e-45	1.01e-45	RFX3	regulatory factor X3
8559	2.75e-45	1.01e-45	USP37	ubiquitin specific peptidase 37
17694	2.75e-45	1.01e-45	MREG	melanoregulin
33511	2.75e-45	1.01e-45		
32255	2.77e-45	1.02e-45	SOX8	SRY-box 8
21867	2.77e-45	1.02e-45	API5	apoptosis inhibitor 5
10050	2.77e-45	1.02e-45		
28583	2.77e-45	1.02e-45	SPON2	spondin 2
24646	2.77e-45	1.02e-45	HDAC8	histone deacetylase 8
2138	2.78e-45	1.02e-45	SSR4	signal sequence receptor subunit 4
13655	2.78e-45	1.02e-45	SCARB2	scavenger receptor class B member 2
20063	2.78e-45	1.02e-45	MAPK14	mitogen-activated protein kinase 14
7631	2.78e-45	1.02e-45	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
22856	2.78e-45	1.02e-45	COTL1	coactosin like F-actin binding protein 1
1851	2.79e-45	1.02e-45		
28567	2.79e-45	1.03e-45	ADAT3	adenosine deaminase, tRNA specific 3
782	2.79e-45	1.03e-45	PYCR2	pyrroline-5-carboxylate reductase family member 2
24545	2.80e-45	1.03e-45	PRDX2	peroxiredoxin 2
26946	2.80e-45	1.03e-45	RELA	RELA proto-oncogene, NF-kB subunit
23715	2.80e-45	1.03e-45		
7246	2.80e-45	1.03e-45	ZNF721	zinc finger protein 721
19486	2.80e-45	1.03e-45	DDX18	DEAD-box helicase 18
17618	2.81e-45	1.03e-45	ATRN	attractin
12182	2.81e-45	1.04e-45	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
14229	2.82e-45	1.04e-45	TMED5	transmembrane p24 trafficking protein 5
8585	2.83e-45	1.04e-45	ZXDC	ZXD family zinc finger C
44692	2.83e-45	1.04e-45	GNRH2	gonadotropin releasing hormone 2
16172	2.83e-45	1.04e-45		
44674	2.83e-45	1.04e-45	HIST2H2BF	histone cluster 2, H2bf
11977	2.84e-45	1.04e-45	PHOSPHO2	phosphatase, orphan 2
4383	2.84e-45	1.04e-45	U2AF1	U2 small nuclear RNA auxiliary factor 1
33619	2.84e-45	1.05e-45	ZNF14	zinc finger protein 14
34292	2.84e-45	1.05e-45	CDK2	cyclin dependent kinase 2
11261	2.84e-45	1.05e-45		
11730	2.85e-45	1.05e-45	NOD1	nucleotide binding oligomerization domain containing 1
43144	2.85e-45	1.05e-45	ESYT1	extended synaptotagmin 1
6588	2.85e-45	1.05e-45		
38169	2.85e-45	1.05e-45	RMND5B	required for meiotic nuclear division 5 homolog B
31887	2.85e-45	1.05e-45	CALCOCO2	calcium binding and coiled-coil domain 2
27855	2.85e-45	1.05e-45	FZD5	frizzled class receptor 5
11448	2.85e-45	1.05e-45	FAM120B	family with sequence similarity 120B
23361	2.86e-45	1.05e-45	CDKN1B	cyclin dependent kinase inhibitor 1B
3857	2.86e-45	1.05e-45	CNOT1	CCR4-NOT transcription complex subunit 1
38710	2.87e-45	1.06e-45	BHLHB9	basic helix-loop-helix domain containing, class B, 9
6110	2.87e-45	1.06e-45	PATJ	PATJ, crumbs cell polarity complex component
3189	2.88e-45	1.06e-45	ISM1	isthmin 1, angiogenesis inhibitor
15422	2.88e-45	1.06e-45	ZNF611	zinc finger protein 611
30174	2.89e-45	1.06e-45	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like
34638	2.90e-45	1.07e-45	EVL	Enah/Vasp-like
5476	2.90e-45	1.07e-45		
26754	2.91e-45	1.07e-45	VPS13A	vacuolar protein sorting 13 homolog A
4152	2.91e-45	1.07e-45	KRTAP6-3	keratin associated protein 6-3
699	2.92e-45	1.08e-45	ARID5B	AT-rich interaction domain 5B
37470	2.92e-45	1.08e-45	NR2C2AP	nuclear receptor 2C2 associated protein
11330	2.93e-45	1.08e-45	TGFB1	transforming growth factor beta 1
6570	2.93e-45	1.08e-45	CD46	CD46 molecule
32696	2.93e-45	1.08e-45	PAIP2B	poly(A) binding protein interacting protein 2B
43033	2.93e-45	1.08e-45	DZIP3	DAZ interacting zinc finger protein 3
25273	2.93e-45	1.08e-45		
25484	2.94e-45	1.09e-45		
21533	2.94e-45	1.09e-45	CSNK1E	casein kinase 1 epsilon
38713	2.94e-45	1.09e-45	CCNT2	cyclin T2
41557	2.96e-45	1.09e-45		
24079	2.96e-45	1.09e-45		
30532	2.97e-45	1.10e-45		
6813	2.97e-45	1.10e-45	SLC35E2	solute carrier family 35 member E2
31533	2.98e-45	1.10e-45	TRIM32	tripartite motif containing 32
15073	2.99e-45	1.10e-45	AP3B1	adaptor related protein complex 3 beta 1 subunit
40324	2.99e-45	1.11e-45	URB1-AS1	URB1 antisense RNA 1 (head to head)
31787	3.00e-45	1.11e-45	FOXE1	forkhead box E1
13636	3.01e-45	1.11e-45	ZMYND8	zinc finger MYND-type containing 8
34549	3.01e-45	1.11e-45	AP4M1	adaptor related protein complex 4 mu 1 subunit
41571	3.01e-45	1.11e-45	PARM1	prostate androgen-regulated mucin-like protein 1
208	3.02e-45	1.12e-45	S100PBP	S100P binding protein
33161	3.02e-45	1.12e-45	OSCAR	osteoclast associated, immunoglobulin-like receptor
20709	3.02e-45	1.12e-45	ITGB2-AS1	ITGB2 antisense RNA 1
530	3.03e-45	1.12e-45	DUSP5P1	dual specificity phosphatase 5 pseudogene 1
35786	3.03e-45	1.12e-45		
17836	3.04e-45	1.12e-45	RNF34	ring finger protein 34
22665	3.04e-45	1.12e-45		
43080	3.04e-45	1.13e-45	FAM57A	family with sequence similarity 57 member A
33405	3.05e-45	1.13e-45	DUSP15	dual specificity phosphatase 15
2012	3.05e-45	1.13e-45	LOC401320	uncharacterized LOC401320
16692	3.06e-45	1.13e-45	LNX1	ligand of numb-protein X 1
31266	3.06e-45	1.13e-45	SRPK1	SRSF protein kinase 1
2588	3.07e-45	1.14e-45	TYW1	tRNA-yW synthesizing protein 1 homolog
7856	3.07e-45	1.14e-45	ARHGEF12	Rho guanine nucleotide exchange factor 12
34358	3.07e-45	1.14e-45		
42258	3.07e-45	1.14e-45	PDK1	pyruvate dehydrogenase kinase 1
28808	3.08e-45	1.14e-45	PDLIM1	PDZ and LIM domain 1
28268	3.08e-45	1.14e-45	VPS13B	vacuolar protein sorting 13 homolog B
28726	3.08e-45	1.14e-45	COBLL1	cordon-bleu WH2 repeat protein like 1
40347	3.08e-45	1.14e-45	TTLL3	tubulin tyrosine ligase like 3
31381	3.09e-45	1.14e-45	B2M	beta-2-microglobulin
16017	3.09e-45	1.14e-45		
31765	3.09e-45	1.15e-45	MPP6	membrane palmitoylated protein 6
38140	3.10e-45	1.15e-45	NLRC3	NLR family CARD domain containing 3
15559	3.10e-45	1.15e-45		
18498	3.10e-45	1.15e-45	KMT2A	lysine methyltransferase 2A
10124	3.10e-45	1.15e-45	SCLY	selenocysteine lyase
25950	3.11e-45	1.15e-45	SOX5	SRY-box 5
13863	3.11e-45	1.15e-45	CLDN12	claudin 12
15959	3.12e-45	1.16e-45	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y
36682	3.13e-45	1.16e-45	SLC5A2	solute carrier family 5 member 2
25473	3.14e-45	1.16e-45	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4
907	3.14e-45	1.17e-45	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
40979	3.14e-45	1.17e-45	ZDHHC17	zinc finger DHHC-type containing 17
25225	3.15e-45	1.17e-45	PFN2	profilin 2
30744	3.15e-45	1.17e-45	ZNF594	zinc finger protein 594
15329	3.15e-45	1.17e-45	TCF4	transcription factor 4
17909	3.15e-45	1.17e-45	KIF3A	kinesin family member 3A
24585	3.15e-45	1.17e-45	RHOH	ras homolog family member H
30191	3.15e-45	1.17e-45	ACVR1B	activin A receptor type 1B
41951	3.16e-45	1.17e-45		
38823	3.16e-45	1.17e-45	MARVELD2	MARVEL domain containing 2
35182	3.16e-45	1.17e-45		
23673	3.18e-45	1.18e-45	L3MBTL3	l(3)mbt-like 3 (Drosophila)
30415	3.18e-45	1.18e-45	ENDOD1	endonuclease domain containing 1
24580	3.18e-45	1.18e-45	CTAGE5	CTAGE family member 5, ER export factor
43058	3.18e-45	1.18e-45	TPTE	transmembrane phosphatase with tensin homology
14825	3.18e-45	1.18e-45	TMEM255B	transmembrane protein 255B
