GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
8814	8.69e-01	4.61e-01	0.229	-0.737376	-0.1690225	178.91	CDKL1	cyclin dependent kinase like 1
54971	8.69e-01	4.61e-01	0.267	-0.737413	-0.1970878	527.12	BANP	BTG3 associated nuclear protein
57719	8.69e-01	4.61e-01	0.362	0.737487	0.266642	773.36	ANO8	anoctamin 8
277	8.69e-01	4.62e-01	0.777	0.735788	0.5716817	24.76	AMY1B	amylase alpha 1B
4853	8.69e-01	4.62e-01	0.337	0.735144	0.2477722	4130.15	NOTCH2	notch receptor 2
5174	8.69e-01	4.62e-01	0.52	-0.736273	-0.3831436	41.73	PDZK1	PDZ domain containing 1
8446	8.69e-01	4.62e-01	0.28	-0.736143	-0.206483	333.78	DUSP11	dual specificity phosphatase 11
9394	8.69e-01	4.61e-01	0.398	0.736453	0.29302	1849.31	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
10460	8.69e-01	4.62e-01	0.325	-0.735423	-0.2389032	1064.11	TACC3	transforming acidic coiled-coil containing protein 3
105377348	8.69e-01	4.62e-01	0.389	-0.735284	-0.2859397	23.19	UBE2D3-AS1	UBE2D3 antisense RNA 1
6446	8.69e-01	4.62e-01	0.484	0.736052	0.3560619	1502.51	SGK1	serum/glucocorticoid regulated kinase 1
222194	8.69e-01	4.61e-01	0.201	0.736517	0.1483053	466.14	RSBN1L	round spermatid basic protein 1 like
3717	8.69e-01	4.62e-01	0.715	-0.73536	-0.5261292	454.61	JAK2	Janus kinase 2
7169	8.69e-01	4.62e-01	0.516	-0.736149	-0.3797726	2678.02	TPM2	tropomyosin 2
220869	8.69e-01	4.62e-01	0.326	-0.735333	-0.2397911	306.25	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
57582	8.69e-01	4.61e-01	0.471	0.736538	0.3472587	15.48	KCNT1	potassium sodium-activated channel subfamily T member 1
653268	8.69e-01	4.62e-01	0.314	0.735669	0.2309204	135.35	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
6150	8.69e-01	4.61e-01	0.351	-0.736421	-0.2581714	596.86	MRPL23	mitochondrial ribosomal protein L23
55334	8.69e-01	4.62e-01	0.181	-0.736133	-0.1335615	1360.11	SLC39A9	solute carrier family 39 member 9
123036	8.69e-01	4.62e-01	0.496	-0.735125	-0.3642562	494.14	TC2N	tandem C2 domains, nuclear
7453	8.69e-01	4.62e-01	0.735	0.735228	0.5405134	6139.06	WARS1	tryptophanyl-tRNA synthetase 1
3501	8.69e-01	4.61e-01	0.736	0.736983	0.5421473	23285.02	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker)
56965	8.69e-01	4.61e-01	0.381	-0.736802	-0.28073	1334.72	PARP6	poly(ADP-ribose) polymerase family member 6
101927751	8.69e-01	4.62e-01	0.528	-0.735444	-0.3885578	291.63	ALDH1A3-AS1	ALDH1A3 antisense RNA 1
408050	8.69e-01	4.62e-01	0.376	-0.735247	-0.2761441	1842.69	NOMO3	NODAL modulator 3
83719	8.69e-01	4.62e-01	0.347	-0.735903	-0.255417	1280.74	YPEL3	yippee like 3
2653	8.69e-01	4.62e-01	0.404	0.736219	0.2971178	229.52	GCSH	glycine cleavage system protein H
9552	8.69e-01	4.61e-01	0.298	-0.736619	-0.2193152	674.08	SPAG7	sperm associated antigen 7
8535	8.69e-01	4.62e-01	0.396	-0.735876	-0.2914878	1149.55	CBX4	chromobox 4
23645	8.69e-01	4.62e-01	0.309	-0.736231	-0.2271813	1871.67	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
63926	8.69e-01	4.62e-01	0.343	-0.736151	-0.2522989	212.04	ANKEF1	ankyrin repeat and EF-hand domain containing 1
644165	8.69e-01	4.62e-01	0.31	0.73589	0.2283647	67.07	BCRP3	BCR pseudogene 3
105374808	8.69e-01	4.62e-01	0.674	-0.734742	-0.4952351	16.06	LOC105374808	replaced by ID 10505
105372553	8.69e-01	4.63e-01	0.417	-0.734653	-0.306124	30.12	LOC105372553	
6945	8.69e-01	4.63e-01	0.31	-0.734525	-0.2278834	810.52	MLX	MAX dimerization protein MLX
25862	8.69e-01	4.63e-01	0.561	-0.734445	-0.4120423	346.18	USP49	ubiquitin specific peptidase 49
80765	8.70e-01	4.63e-01	0.65	0.734225	0.4769545	417.39	STARD5	StAR related lipid transfer domain containing 5
5866	8.70e-01	4.63e-01	0.401	0.734071	0.2942337	244.39	RAB3IL1	RAB3A interacting protein like 1
84823	8.70e-01	4.63e-01	0.404	-0.734004	-0.2968475	3597.24	LMNB2	lamin B2
53838	8.70e-01	4.63e-01	0.353	-0.733792	-0.2591839	1053.81	C11orf24	chromosome 11 open reading frame 24
10613	8.70e-01	4.63e-01	0.249	0.7336	0.1827299	762.88	ERLIN1	ER lipid raft associated 1
105371763	8.70e-01	4.63e-01	0.417	-0.733606	-0.3055918	63.93	LOC105371763	uncharacterized LOC105371763
112770	8.70e-01	4.63e-01	0.496	0.733327	0.3636199	1197.47	GLMP	glycosylated lysosomal membrane protein
10057	8.70e-01	4.63e-01	0.492	-0.733266	-0.3606938	1742.85	ABCC5	ATP binding cassette subfamily C member 5
8987	8.70e-01	4.63e-01	0.313	-0.733409	-0.2298037	136.65	STBD1	starch binding domain 1
102723675	8.70e-01	4.63e-01	0.672	0.733163	0.4930256	18.64	LOC102723675	uncharacterized LOC102723675
5188	8.70e-01	4.64e-01	0.46	0.733093	0.3375796	333.87	GATB	glutamyl-tRNA amidotransferase subunit B
80352	8.70e-01	4.64e-01	0.443	0.73303	0.3245765	265.92	RNF39	ring finger protein 39
9022	8.70e-01	4.64e-01	0.874	0.732862	0.6403753	1310.86	CLIC3	chloride intracellular channel 3
29100	8.70e-01	4.64e-01	0.348	-0.732776	-0.2551615	516.46	TMEM208	transmembrane protein 208
64710	8.70e-01	4.64e-01	0.306	-0.732682	-0.2240523	5377.21	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
283078	8.70e-01	4.64e-01	0.798	-0.732585	-0.5844796	25.13	MKX	mohawk homeobox
107987148	8.70e-01	4.64e-01	0.538	0.73245	0.3940398	34.59	LOC107987148	
54973	8.71e-01	4.65e-01	0.296	-0.731359	-0.2162021	1818.26	INTS11	integrator complex subunit 11
84455	8.71e-01	4.64e-01	0.278	-0.731544	-0.2032096	91.16	EFCAB7	EF-hand calcium binding domain 7
276	8.71e-01	4.64e-01	0.787	0.731703	0.575793	23.49	AMY1A	amylase alpha 1A
5534	8.71e-01	4.65e-01	0.189	-0.731389	-0.1379058	803.5	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
347918	8.71e-01	4.64e-01	0.302	0.731582	0.2207189	100.21	EP400P1	EP400 pseudogene 1
646370	8.71e-01	4.65e-01	0.85	0.731391	0.6220151	52.39	IGHV1OR15-3	immunoglobulin heavy variable 1/OR15-3 (pseudogene)
57094	8.71e-01	4.65e-01	0.948	-0.731186	-0.6932142	36.03	CPA6	carboxypeptidase A6
642475	8.71e-01	4.65e-01	0.559	-0.731183	-0.4089756	783.37	MROH6	maestro heat like repeat family member 6
148398	8.71e-01	4.65e-01	0.512	-0.730956	-0.3743281	318.92	SAMD11	sterile alpha motif domain containing 11
10142	8.71e-01	4.65e-01	0.277	-0.731028	-0.2021827	1949.31	AKAP9	A-kinase anchoring protein 9
119	8.71e-01	4.65e-01	1	0.730687	0.730479	292.49	ADD2	adducin 2
114224	8.71e-01	4.65e-01	0.46	0.730676	0.3359738	18.56	LOC114224	uncharacterized LOC114224
647135	8.71e-01	4.65e-01	0.279	-0.73053	-0.2035086	320.82	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
4288	8.72e-01	4.65e-01	0.3	-0.730062	-0.2193794	2924.55	MKI67	marker of proliferation Ki-67
7158	8.72e-01	4.65e-01	0.325	-0.730061	-0.2375836	1466.65	TP53BP1	tumor protein p53 binding protein 1
79581	8.72e-01	4.65e-01	0.396	-0.729908	-0.2892209	1321.66	SLC52A2	solute carrier family 52 member 2
11009	8.72e-01	4.66e-01	0.894	0.729634	0.6524884	293.88	IL24	interleukin 24
112268460	8.72e-01	4.66e-01	0.399	0.729458	0.2910011	162.75	LOC112268460	uncharacterized LOC112268460
153396	8.72e-01	4.66e-01	0.379	-0.729528	-0.2764729	201.99	TMEM161B	transmembrane protein 161B
100750247	8.72e-01	4.66e-01	0.34	0.729389	0.24792	216.31	HIF1A-AS2	HIF1A antisense RNA 2
84514	8.72e-01	4.66e-01	0.469	-0.729411	-0.3421821	591.65	GHDC	GH3 domain containing
160518	8.72e-01	4.66e-01	0.559	0.729254	0.4073004	261.55	DENND5B	DENN domain containing 5B
28468	8.72e-01	4.66e-01	0.924	0.729061	0.6734847	803.93	IGHV1-18	immunoglobulin heavy variable 1-18
3431	8.72e-01	4.66e-01	0.519	0.728671	0.3784088	787.28	SP110	SP110 nuclear body protein
4013	8.73e-01	4.66e-01	0.508	-0.72858	-0.3699923	502.09	VWA5A	von Willebrand factor A domain containing 5A
9672	8.73e-01	4.66e-01	0.566	-0.728448	-0.4120438	2150.22	SDC3	syndecan 3
105373414	8.73e-01	4.66e-01	0.817	-0.728297	-0.5953236	57.02	LOC105373414	uncharacterized LOC105373414
55118	8.73e-01	4.66e-01	0.554	0.728265	0.4033106	34.97	CRTAC1	cartilage acidic protein 1
101930129	8.73e-01	4.67e-01	0.315	-0.72815	-0.2291522	18.18	LOC101930129	uncharacterized LOC101930129
11142	8.73e-01	4.67e-01	0.375	0.727982	0.2733414	534.29	PKIG	cAMP-dependent protein kinase inhibitor gamma
163351	8.73e-01	4.67e-01	1.091	0.727682	0.7937107	908.91	GBP6	guanylate binding protein family member 6
8638	8.73e-01	4.67e-01	0.763	0.727694	0.5553309	574.82	OASL	2'-5'-oligoadenylate synthetase like
125488	8.73e-01	4.67e-01	0.277	-0.727845	-0.2019521	420.41	TTC39C	tetratricopeptide repeat domain 39C
9619	8.73e-01	4.67e-01	0.525	0.727669	0.381776	984.91	ABCG1	ATP binding cassette subfamily G member 1
1890	8.73e-01	4.67e-01	0.693	0.727563	0.5041071	7208.98	TYMP	thymidine phosphorylase
105371017	8.73e-01	4.67e-01	0.564	-0.727469	-0.4099889	16.47	LOC105371017	uncharacterized LOC105371017
57062	8.73e-01	4.67e-01	0.205	0.727321	0.1487763	2318.22	DDX24	DEAD-box helicase 24
2906	8.73e-01	4.67e-01	0.762	-0.727219	-0.5541142	584.37	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D
339416	8.73e-01	4.67e-01	0.897	-0.727059	-0.6523785	28.13	ANKRD45	ankyrin repeat domain 45
6642	8.73e-01	4.67e-01	0.206	-0.726955	-0.1498912	2018.04	SNX1	sorting nexin 1
54555	8.73e-01	4.67e-01	0.424	-0.726993	-0.3085082	916.68	DDX49	DEAD-box helicase 49
3672	8.73e-01	4.67e-01	0.538	-0.726562	-0.3906775	860.82	ITGA1	integrin subunit alpha 1
27297	8.73e-01	4.68e-01	0.273	0.72651	0.198038	709.05	CRCP	CGRP receptor component
50619	8.73e-01	4.68e-01	0.469	0.726285	0.3403185	790.56	DEF6	DEF6 guanine nucleotide exchange factor
28476	8.73e-01	4.68e-01	0.812	0.726302	0.5897204	1010.18	IGHJ5	immunoglobulin heavy joining 5
5586	8.74e-01	4.68e-01	0.356	-0.726128	-0.2585689	690.18	PKN2	protein kinase N2
124637	8.74e-01	4.68e-01	0.313	0.726079	0.2270861	467.42	CYB5D1	cytochrome b5 domain containing 1
100132618	8.74e-01	4.68e-01	0.288	-0.725996	-0.2093514	43.09	ZRANB2-AS1	ZRANB2 antisense RNA 1
112950	8.74e-01	4.68e-01	0.382	-0.725755	-0.2771726	858.8	MED8	mediator complex subunit 8
50486	8.74e-01	4.68e-01	0.817	-0.725351	-0.5925327	993.8	G0S2	G0/G1 switch 2
128387	8.74e-01	4.68e-01	0.261	0.725416	0.189075	103.95	TATDN3	TatD DNase domain containing 3
8324	8.74e-01	4.68e-01	0.454	0.725671	0.329734	229.73	FZD7	frizzled class receptor 7
23008	8.74e-01	4.68e-01	0.228	0.725586	0.1654731	777.21	KLHDC10	kelch domain containing 10
2348	8.74e-01	4.68e-01	1.369	0.725379	0.9929067	344.29	FOLR1	folate receptor alpha
11309	8.74e-01	4.68e-01	0.501	0.72577	0.3634418	796.29	SLCO2B1	solute carrier organic anion transporter family member 2B1
6187	8.74e-01	4.68e-01	0.593	-0.725476	-0.4304666	23917.69	RPS2	ribosomal protein S2
101929357	8.74e-01	4.68e-01	0.383	-0.72509	-0.2777861	67.6	HP09053	uncharacterized LOC101929357
55147	8.74e-01	4.68e-01	0.256	-0.725143	-0.1855535	1737.24	RBM23	RNA binding motif protein 23
28955	8.74e-01	4.68e-01	0.383	-0.725078	-0.2776622	342.6	DEXI	Dexi homolog
8511	8.74e-01	4.71e-01	0.485	0.720281	0.3491976	57.53	MMP23A	matrix metallopeptidase 23A (pseudogene)
5192	8.74e-01	4.71e-01	0.373	-0.72084	-0.2686561	570.84	PEX10	peroxisomal biogenesis factor 10
149420	8.74e-01	4.71e-01	0.376	-0.721133	-0.2713466	145.24	PDIK1L	PDLIM1 interacting kinase 1 like
278	8.74e-01	4.71e-01	0.783	0.721614	0.564817	23.34	AMY1C	amylase alpha 1C
84432	8.74e-01	4.70e-01	1.373	0.722225	0.9912834	116.83	PROK1	prokineticin 1
4343	8.74e-01	4.70e-01	0.386	-0.722281	-0.2787214	3429.35	MOV10	Mov10 RISC complex RNA helicase
100996517	8.74e-01	4.70e-01	0.277	0.721977	0.1999934	151.86	SEC22B3P	SEC22 homolog B3, pseudogene
100996716	8.74e-01	4.71e-01	0.277	0.721509	0.1999854	151.17	SEC22B2P	SEC22 homolog B2, pseudogene
448834	8.74e-01	4.69e-01	1.053	0.723317	0.7617532	27.49	KPRP	keratinocyte proline rich protein
25903	8.74e-01	4.71e-01	0.456	0.72024	0.3281193	756.61	OLFML2B	olfactomedin like 2B
375061	8.74e-01	4.70e-01	0.717	0.722889	0.5182158	280.35	FAM89A	family with sequence similarity 89 member A
51097	8.74e-01	4.70e-01	0.509	-0.72234	-0.3679653	582.42	SCCPDH	saccharopine dehydrogenase (putative)
84661	8.74e-01	4.69e-01	0.218	-0.72446	-0.1577956	442.65	DPY30	dpy-30 histone methyltransferase complex regulatory subunit
107985897	8.74e-01	4.70e-01	0.509	-0.722051	-0.3674148	29.84	LOC107985897	uncharacterized LOC107985897
729857	8.74e-01	4.69e-01	0.475	-0.724523	-0.3441787	154.46	RGPD2	RANBP2 like and GRIP domain containing 2
28894	8.74e-01	4.70e-01	1.051	0.721911	0.7586992	185.02	IGKV1D-37	immunoglobulin kappa variable 1D-37 (non-functional)
9648	8.74e-01	4.69e-01	0.434	-0.724165	-0.3145954	587.16	GCC2	GRIP and coiled-coil domain containing 2
56300	8.74e-01	4.70e-01	1.098	-0.722608	-0.7931064	213.7	IL36G	interleukin 36 gamma
5000	8.74e-01	4.71e-01	0.278	-0.721598	-0.2002504	308.41	ORC4	origin recognition complex subunit 4
7855	8.74e-01	4.71e-01	0.45	-0.720443	-0.3243404	561.85	FZD5	frizzled class receptor 5
84315	8.74e-01	4.70e-01	0.427	0.723138	0.3089993	331.15	MON1A	MON1 homolog A, secretory trafficking associated
8692	8.74e-01	4.69e-01	0.346	0.724321	0.25096	1375.44	HYAL2	hyaluronidase 2
26577	8.74e-01	4.71e-01	0.654	0.721203	0.4719522	50.6	PCOLCE2	procollagen C-endopeptidase enhancer 2
105374304	8.74e-01	4.69e-01	0.44	0.724362	0.318533	20.37	LOC105374304	uncharacterized LOC105374304
100288413	8.74e-01	4.69e-01	0.569	-0.723413	-0.4112667	64.92	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope
109864269	8.74e-01	4.69e-01	0.347	0.724554	0.2516698	48.82	MIR302CHG	miR-302/367 cluster host gene
80315	8.74e-01	4.70e-01	0.454	0.723079	0.3281473	554.41	CPEB4	cytoplasmic polyadenylation element binding protein 4
107986554	8.74e-01	4.71e-01	0.664	-0.721552	-0.4789037	149.34	LOC107986554	
102723409	8.74e-01	4.70e-01	0.491	0.722512	0.3546777	20.59	LOC102723409	uncharacterized LOC102723409
54919	8.74e-01	4.71e-01	0.444	-0.72034	-0.3201827	1016.48	DNAAF5	dynein axonemal assembly factor 5
1052	8.74e-01	4.71e-01	0.552	-0.7204	-0.3975949	1728.51	CEBPD	CCAAT enhancer binding protein delta
102723635	8.74e-01	4.70e-01	0.656	0.72219	0.4740689	19.41	LOC102723635	uncharacterized LOC102723635
203054	8.74e-01	4.69e-01	0.305	-0.724579	-0.2212961	349.38	ADCK5	aarF domain containing kinase 5
27240	8.74e-01	4.70e-01	0.583	0.722811	0.4215422	98.05	SIT1	signaling threshold regulating transmembrane adaptor 1
8021	8.74e-01	4.71e-01	0.22	-0.720525	-0.1583377	1889.93	NUP214	nucleoporin 214
101929145	8.74e-01	4.69e-01	0.325	0.724697	0.2354308	102.31	PPP3CB-AS1	PPP3CB antisense RNA 1 (head to head)
196264	8.74e-01	4.71e-01	0.444	-0.721354	-0.320345	323.44	MPZL3	myelin protein zero like 3
1280	8.74e-01	4.71e-01	1.231	0.721058	0.8878514	100.91	COL2A1	collagen type II alpha 1 chain
84324	8.74e-01	4.71e-01	0.253	0.720247	0.1824834	479.73	SARNP	SAP domain containing ribonucleoprotein
114785	8.74e-01	4.70e-01	0.268	0.723054	0.1934535	2027.99	MBD6	methyl-CpG binding domain protein 6
64426	8.74e-01	4.70e-01	0.215	0.722809	0.1550757	925.58	SUDS3	SDS3 homolog, SIN3A corepressor complex component
1337	8.74e-01	4.69e-01	0.35	-0.72465	-0.2533084	3486.21	COX6A1	cytochrome c oxidase subunit 6A1
2259	8.74e-01	4.69e-01	0.637	0.724194	0.4614771	37.08	FGF14	fibroblast growth factor 14
51241	8.74e-01	4.69e-01	0.335	-0.723662	-0.242487	215.63	COX16	cytochrome c oxidase assembly factor COX16
28483	8.74e-01	4.70e-01	0.943	0.721731	0.6808949	418.13	IGHJ1	immunoglobulin heavy joining 1
25963	8.74e-01	4.69e-01	0.299	-0.723302	-0.2160928	1026.28	TMEM87A	transmembrane protein 87A
56204	8.74e-01	4.70e-01	0.453	0.721679	0.3270854	629.59	ATOSA	atos homolog A
8938	8.74e-01	4.69e-01	0.473	-0.723699	-0.3421755	345.38	BAIAP3	BAI1 associated protein 3
5930	8.74e-01	4.69e-01	0.228	-0.723388	-0.1646615	1297.28	RBBP6	RB binding protein 6, ubiquitin ligase
105371419	8.74e-01	4.71e-01	0.564	-0.720465	-0.4063707	37.93	LOC105371419	
84622	8.74e-01	4.70e-01	0.479	-0.723151	-0.34664	146.51	ZNF594	zinc finger protein 594
3212	8.74e-01	4.71e-01	0.606	0.720441	0.4365364	387.48	HOXB2	homeobox B2
22843	8.74e-01	4.71e-01	0.514	0.721405	0.3708552	14.77	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E
85302	8.74e-01	4.71e-01	0.345	-0.721337	-0.2487447	548.18	FBF1	Fas binding factor 1
22994	8.74e-01	4.70e-01	0.401	-0.722975	-0.2896684	565.21	CEP131	centrosomal protein 131
23255	8.74e-01	4.69e-01	0.733	-0.724776	-0.5311113	1274.49	MTCL1	microtubule crosslinking factor 1
54877	8.74e-01	4.71e-01	0.331	-0.720863	-0.2383051	492.76	ZCCHC2	zinc finger CCHC-type containing 2
29086	8.74e-01	4.71e-01	0.369	-0.720292	-0.2660068	1090.91	BABAM1	BRISC and BRCA1 A complex member 1
105372521	8.74e-01	4.69e-01	0.71	0.723978	0.5139714	23.87	LOC105372521	uncharacterized LOC105372521
81502	8.74e-01	4.71e-01	0.454	-0.721052	-0.3276703	4738.62	HM13	histocompatibility minor 13
191	8.74e-01	4.69e-01	0.54	-0.723956	-0.3907254	4617.94	AHCY	adenosylhomocysteinase
6676	8.74e-01	4.71e-01	0.546	0.72079	0.3934043	176.55	SPAG4	sperm associated antigen 4
23308	8.74e-01	4.71e-01	0.328	0.720279	0.2362796	239.27	ICOSLG	inducible T cell costimulator ligand
646074	8.74e-01	4.69e-01	0.3	0.724645	0.2173305	69.13	POM121L10P	POM121 transmembrane nucleoporin like 10, pseudogene
50487	8.74e-01	4.70e-01	0.996	0.72172	0.7189641	168	PLA2G3	phospholipase A2 group III
3476	8.74e-01	4.71e-01	0.262	0.720222	0.1888094	902.42	IGBP1	immunoglobulin binding protein 1
400728	8.74e-01	4.72e-01	0.346	-0.719977	-0.2491256	16.02	FAM87B	family with sequence similarity 87 member B
127687	8.74e-01	4.72e-01	0.438	-0.719034	-0.314929	755.84	C1orf122	chromosome 1 open reading frame 122
353145	8.74e-01	4.72e-01	0.927	0.718708	0.6659707	53.27	LCE3E	late cornified envelope 3E
65094	8.74e-01	4.72e-01	0.395	-0.719674	-0.2842898	390.62	JMJD4	jumonji domain containing 4
64342	8.74e-01	4.72e-01	0.358	-0.718491	-0.2571268	439.93	HS1BP3	HCLS1 binding protein 3
79582	8.74e-01	4.72e-01	0.556	-0.718635	-0.3997853	166.34	SPAG16	sperm associated antigen 16
105374341	8.74e-01	4.72e-01	0.459	0.718855	0.3298112	59.24	LOC105374341	uncharacterized LOC105374341
54435	8.74e-01	4.72e-01	0.979	-0.719051	-0.7038349	38.22	HCG4	HLA complex group 4
1303	8.74e-01	4.73e-01	0.63	0.718414	0.4527688	5028.73	COL12A1	collagen type XII alpha 1 chain
90871	8.74e-01	4.72e-01	0.569	0.718619	0.4088392	1212.22	DMAC1	distal membrane arm assembly component 1
5069	8.74e-01	4.72e-01	0.59	-0.719567	-0.4248308	257.71	PAPPA	pappalysin 1
84726	8.74e-01	4.72e-01	0.248	0.719993	0.178595	6012.51	PRRC2B	proline rich coiled-coil 2B
56889	8.74e-01	4.73e-01	0.273	0.718277	0.1964106	1966.57	TM9SF3	transmembrane 9 superfamily member 3
497258	8.74e-01	4.73e-01	0.586	-0.7183	-0.4209951	30.43	BDNF-AS	BDNF antisense RNA
28526	8.74e-01	4.72e-01	0.775	0.719439	0.5576912	61.99	TRDC	T cell receptor delta constant
23339	8.74e-01	4.72e-01	0.247	-0.718771	-0.1772495	1729.19	VPS39	VPS39 subunit of HOPS complex
1039	8.74e-01	4.72e-01	0.257	-0.719545	-0.1851446	326.89	CDR2	cerebellar degeneration related protein 2
55066	8.74e-01	4.72e-01	0.26	-0.719129	-0.1870404	1851.69	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
100287036	8.74e-01	4.72e-01	0.484	0.719307	0.3482496	23.08	LOC100287036	uncharacterized LOC100287036
124944	8.74e-01	4.72e-01	0.417	-0.719174	-0.2998855	421.28	C17orf49	chromosome 17 open reading frame 49
83871	8.74e-01	4.72e-01	0.447	-0.719377	-0.3213564	1138.46	RAB34	RAB34, member RAS oncogene family
11267	8.74e-01	4.72e-01	0.309	-0.718581	-0.2218071	935.84	SNF8	SNF8 subunit of ESCRT-II
148156	8.74e-01	4.73e-01	0.296	0.71831	0.2129034	282.15	ZNF558	zinc finger protein 558
653677	8.74e-01	4.72e-01	0.362	-0.719083	-0.2601111	47.33	SEC1P	secretory blood group 1, pseudogene
5509	8.74e-01	4.72e-01	0.345	-0.718515	-0.2475321	204.78	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
26548	8.74e-01	4.72e-01	0.426	0.719373	0.3068022	25.42	ITGB1BP2	integrin subunit beta 1 binding protein 2
4494	8.74e-01	4.73e-01	0.587	0.71811	0.4213376	300.06	MT1F	metallothionein 1F
348378	8.74e-01	4.73e-01	0.649	-0.717783	-0.4659719	56.2	SHISAL2A	shisa like 2A
100506866	8.74e-01	4.73e-01	0.286	0.717796	0.205144	94.52	TTN-AS1	TTN antisense RNA 1
56940	8.74e-01	4.73e-01	0.323	0.71784	0.2316681	808.6	DUSP22	dual specificity phosphatase 22
283464	8.74e-01	4.73e-01	0.434	-0.717917	-0.3112468	252.2	GXYLT1	glucoside xylosyltransferase 1
57575	8.74e-01	4.73e-01	1.148	0.717482	0.8237214	15.96	PCDH10	protocadherin 10
3148	8.74e-01	4.73e-01	0.458	0.717454	0.3288707	1810.69	HMGB2	high mobility group box 2
85015	8.74e-01	4.73e-01	0.41	-0.71766	-0.2942597	177.64	USP45	ubiquitin specific peptidase 45
4550	8.74e-01	4.73e-01	0.334	0.717473	0.23941	211627.7	RNR2	l-rRNA
222235	8.74e-01	4.73e-01	0.285	-0.717029	-0.2045825	62.87	FBXL13	F-box and leucine rich repeat protein 13
93653	8.74e-01	4.73e-01	0.329	-0.717342	-0.2361132	31.31	ST7-AS1	ST7 antisense RNA 1
800	8.74e-01	4.73e-01	0.455	0.716885	0.3264206	2851.51	CALD1	caldesmon 1
364	8.74e-01	4.73e-01	0.71	-0.717202	-0.5088917	22.26	AQP7	aquaporin 7
53831	8.74e-01	4.73e-01	0.511	0.716802	0.366207	66.48	GPR84	G protein-coupled receptor 84
56994	8.74e-01	4.74e-01	0.367	-0.716776	-0.2629811	285.47	CHPT1	choline phosphotransferase 1
3748	8.74e-01	4.73e-01	0.74	0.716942	0.5305122	843.05	KCNC3	potassium voltage-gated channel subfamily C member 3
57727	8.74e-01	4.73e-01	0.339	-0.71717	-0.2431024	1005.14	NCOA5	nuclear receptor coactivator 5
3547	8.74e-01	4.73e-01	0.687	-0.716848	-0.492258	28.99	IGSF1	immunoglobulin superfamily member 1
5451	8.74e-01	4.74e-01	0.356	-0.716698	-0.2554417	1001.07	POU2F1	POU class 2 homeobox 1
6301	8.74e-01	4.74e-01	0.367	-0.716502	-0.2629096	2715.64	SARS1	seryl-tRNA synthetase 1
3059	8.74e-01	4.74e-01	0.497	0.716376	0.3561376	965.63	HCLS1	hematopoietic cell-specific Lyn substrate 1
100616211	8.74e-01	4.74e-01	0.529	-0.716559	-0.3787485	139.63	MIR4709	microRNA 4709
51226	8.74e-01	4.74e-01	0.492	-0.716429	-0.3525319	241.25	COPZ2	COPI coat complex subunit zeta 2
3633	8.74e-01	4.74e-01	0.28	-0.716135	-0.2005237	436.58	INPP5B	inositol polyphosphate-5-phosphatase B
55599	8.74e-01	4.74e-01	0.289	-0.716058	-0.206651	200.74	RNPC3	RNA binding region (RNP1, RRM) containing 3
343413	8.74e-01	4.74e-01	0.658	0.715928	0.471049	27.95	FCRL6	Fc receptor like 6
101928004	8.74e-01	4.74e-01	0.588	0.716252	0.4212086	65.63	LOC101928004	uncharacterized LOC101928004
728673	8.74e-01	4.74e-01	0.42	-0.716008	-0.3008273	33.25	FAM88B	family with sequence similarity 88 member B
201305	8.74e-01	4.74e-01	0.749	-0.715858	-0.5362969	36.03	SPNS3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)
112812	8.74e-01	4.74e-01	0.428	-0.716003	-0.306138	250	FDX2	ferredoxin 2
101928140	8.74e-01	4.74e-01	0.436	-0.715766	-0.3119719	27.47	PTPRK-AS1	PTPRK antisense RNA 1
606495	8.74e-01	4.74e-01	0.273	-0.715531	-0.1954313	199.97	CYB5RL	cytochrome b5 reductase like
26060	8.74e-01	4.74e-01	0.416	0.71529	0.2978271	491.57	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
3065	8.74e-01	4.74e-01	0.319	-0.715207	-0.2280235	2443.51	HDAC1	histone deacetylase 1
388588	8.74e-01	4.76e-01	0.543	-0.712899	-0.3873012	36.82	SMIM1	small integral membrane protein 1 (Vel blood group)
8672	8.74e-01	4.77e-01	0.22	0.711157	0.1565416	1193.43	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
105378841	8.74e-01	4.76e-01	0.582	-0.712193	-0.4146612	24.73	LOC105378841	uncharacterized LOC105378841
79871	8.74e-01	4.77e-01	0.351	-0.711351	-0.2496861	426.49	RPAP2	RNA polymerase II associated protein 2
