GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
8846	6.24e-01	2.95e-01	0.1543	-1.0461547	-0.1614227	180.25	ALKBH1	alkB homolog 1, histone H2A dioxygenase
8522	6.24e-01	2.95e-01	0.3641	1.0461924	0.3809438	690.11	GAS7	growth arrest specific 7
101927221	6.24e-01	2.96e-01	0.2845	1.0460761	0.297563	9.38	UBR5-DT	UBR5 divergent transcript
100132618	6.24e-01	2.96e-01	0.2396	-1.0457638	-0.250588	46.16	ZRANB2-AS1	ZRANB2 antisense RNA 1
114880	6.24e-01	2.96e-01	0.4737	1.0456721	0.4953485	101.73	OSBPL6	oxysterol binding protein like 6
5683	6.24e-01	2.96e-01	0.1982	-1.0456832	-0.2072311	1200.57	PSMA2	proteasome 20S subunit alpha 2
51352	6.24e-01	2.96e-01	0.8314	-1.0457811	-0.8694597	17.88	WT1-AS	WT1 antisense RNA
54989	6.24e-01	2.96e-01	0.3367	-1.0456139	-0.3520583	729.98	ZNF770	zinc finger protein 770
9289	6.24e-01	2.96e-01	0.3535	-1.0456778	-0.3696152	4083.22	ADGRG1	adhesion G protein-coupled receptor G1
125170	6.24e-01	2.96e-01	0.2293	-1.0457418	-0.2398197	254.14	MIEF2	mitochondrial elongation factor 2
101927070	6.25e-01	2.96e-01	0.3235	1.045471	0.3381817	11.91	LINC02611	long intergenic non-protein coding RNA 2611
5091	6.25e-01	2.96e-01	0.3753	-1.0452047	-0.3922949	672.74	PC	pyruvate carboxylase
9830	6.25e-01	2.96e-01	0.2618	1.0450596	0.2736226	2078.82	TRIM14	tripartite motif containing 14
4603	6.25e-01	2.96e-01	0.3694	-1.0448105	-0.3859882	98.47	MYBL1	MYB proto-oncogene like 1
100506759	6.25e-01	2.96e-01	0.2975	1.0446438	0.3107854	12.02	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene
780852	6.25e-01	2.96e-01	0.3994	1.0444342	0.4171094	26.24	SNORD3B-2	small nucleolar RNA, C/D box 3B-2
84867	6.25e-01	2.96e-01	0.7069	1.0443117	0.7382184	6.2	PTPN5	protein tyrosine phosphatase non-receptor type 5
128439	6.25e-01	2.96e-01	0.2543	-1.0441182	-0.2654753	118.26	SNHG11	small nucleolar RNA host gene 11
23568	6.26e-01	2.97e-01	0.1803	1.043725	0.1881362	657.05	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
51265	6.26e-01	2.97e-01	0.1713	-1.043606	-0.1787844	97.71	CDKL3	cyclin dependent kinase like 3
7541	6.26e-01	2.97e-01	0.1394	-1.0435169	-0.1454971	235.92	ZBTB14	zinc finger and BTB domain containing 14
102724094	6.26e-01	2.97e-01	0.4604	1.043376	0.4804117	11.01	MUC12-AS1	MUC12 antisense RNA 1
84276	6.26e-01	2.97e-01	0.2003	1.0432181	0.2089932	374.29	NICN1	nicolin 1, tubulin polyglutamylase complex subunit
7170	6.26e-01	2.97e-01	0.1782	-1.0430232	-0.185852	5604.52	TPM3	tropomyosin 3
4792	6.26e-01	2.97e-01	0.231	-1.0430035	-0.2409492	2823.05	NFKBIA	NFKB inhibitor alpha
9153	6.26e-01	2.97e-01	0.6687	-1.0429589	-0.6974403	13.14	SLC28A2	solute carrier family 28 member 2
403150	6.26e-01	2.97e-01	0.2908	-1.0427721	-0.3032087	14.85	FOSL2-AS1	FOSL2 antisense RNA 1
91746	6.26e-01	2.97e-01	0.2074	-1.0427326	-0.216295	1685.38	YTHDC1	YTH domain containing 1
25980	6.26e-01	2.97e-01	0.2466	-1.0427941	-0.2571302	695.89	AAR2	AAR2 splicing factor
54431	6.26e-01	2.97e-01	0.2906	1.0426511	0.3030261	941.94	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
10262	6.26e-01	2.97e-01	0.2295	-1.0425552	-0.2392475	1813.2	SF3B4	splicing factor 3b subunit 4
5121	6.26e-01	2.97e-01	0.8768	-1.0424507	-0.9140355	19.11	PCP4	Purkinje cell protein 4
106479524	6.26e-01	2.97e-01	0.2847	-1.0422415	-0.2967055	12.53	RN7SL832P	RNA, 7SL, cytoplasmic 832, pseudogene
5514	6.26e-01	2.97e-01	0.1514	1.0420765	0.157755	1499.82	PPP1R10	protein phosphatase 1 regulatory subunit 10
139341	6.26e-01	2.97e-01	0.2439	-1.0420644	-0.2541388	204.3	FUNDC1	FUN14 domain containing 1
55609	6.26e-01	2.97e-01	0.2717	-1.042097	-0.2831309	100.48	ZNF280C	zinc finger protein 280C
220042	6.26e-01	2.97e-01	0.3027	-1.0419184	-0.3154185	118.25	DDIAS	DNA damage induced apoptosis suppressor
55721	6.26e-01	2.97e-01	0.1863	-1.0418221	-0.1940468	111.88	IQCC	IQ motif containing C
595101	6.26e-01	2.98e-01	0.1372	-1.0417561	-0.1429332	287.84	SMG1P5	SMG1 pseudogene 5
11066	6.27e-01	2.98e-01	0.1273	1.0415611	0.1325656	446.68	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35
4695	6.27e-01	2.98e-01	0.2851	-1.041473	-0.2969445	617.25	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
55135	6.27e-01	2.98e-01	0.2339	-1.0414211	-0.2435641	293.54	WRAP53	WD repeat containing antisense to TP53
105376514	6.27e-01	2.98e-01	0.4218	1.0411801	0.4391539	17.02	LOC105376514	
29959	6.27e-01	2.98e-01	0.2337	-1.0410222	-0.2433197	2778.96	NRBP1	nuclear receptor binding protein 1
84084	6.27e-01	2.98e-01	0.1684	1.0410883	0.1752691	125.04	RAB6C	RAB6C, member RAS oncogene family
105377310	6.27e-01	2.98e-01	0.3725	-1.0408857	-0.387681	8.1	LOC105377310	uncharacterized LOC105377310
102465906	6.27e-01	2.98e-01	0.3921	1.0409124	0.4081912	9.98	MIR7112	microRNA 7112
27087	6.27e-01	2.98e-01	0.4528	1.0408512	0.4712788	30.53	B3GAT1	beta-1,3-glucuronyltransferase 1
114991	6.27e-01	2.98e-01	0.3315	1.0403082	0.344839	789.72	ZNF618	zinc finger protein 618
84282	6.27e-01	2.98e-01	0.2017	1.0403164	0.2098786	472.84	RNF135	ring finger protein 135
55593	6.27e-01	2.98e-01	0.16	-1.0403116	-0.1664874	1940.81	OTUD5	OTU deubiquitinase 5
29102	6.27e-01	2.98e-01	0.2099	-1.0402301	-0.2183038	1187.5	DROSHA	drosha ribonuclease III
25879	6.27e-01	2.98e-01	0.1869	-1.0399569	-0.1943853	487.28	DCAF13	DDB1 and CUL4 associated factor 13
102724316	6.27e-01	2.98e-01	0.1599	1.03997	0.1662393	525.39	SVIL-AS1	SVIL antisense RNA 1
9923	6.27e-01	2.99e-01	0.145	1.0393948	0.1507599	1004.62	ZBTB40	zinc finger and BTB domain containing 40
80317	6.27e-01	2.99e-01	0.1964	1.0395582	0.2041654	126.74	ZKSCAN3	zinc finger with KRAB and SCAN domains 3
8822	6.27e-01	2.98e-01	0.5164	1.0397287	0.5368763	23.93	FGF17	fibroblast growth factor 17
105369746	6.27e-01	2.98e-01	0.4754	1.0396908	0.4942815	8.87	LOC105369746	uncharacterized LOC105369746
101926896	6.27e-01	2.99e-01	0.4326	-1.0396326	-0.4497524	6.35	GLIS2-AS1	GLIS2 antisense RNA 1
112268171	6.27e-01	2.99e-01	0.3205	1.0394296	0.3331121	10.39	LOC112268171	replaced by ID 728689
30009	6.27e-01	2.99e-01	0.4219	1.0394234	0.4384938	51.16	TBX21	T-box transcription factor 21
6205	6.27e-01	2.99e-01	0.2943	1.0393255	0.3058471	21031.78	RPS11	ribosomal protein S11
115110	6.28e-01	2.99e-01	0.2671	1.0390877	0.2775427	214.94	TNFRSF14-AS1	TNFRSF14 antisense RNA 1
3612	6.28e-01	2.99e-01	0.215	-1.0391615	-0.2233785	168.51	IMPA1	inositol monophosphatase 1
4982	6.28e-01	2.99e-01	0.5718	1.0390547	0.5941103	35.01	TNFRSF11B	TNF receptor superfamily member 11b
105369557	6.28e-01	2.99e-01	0.1852	1.0390229	0.1924555	67.55	TIRAP-AS1	TIRAP antisense RNA 1
145508	6.28e-01	2.99e-01	0.2301	-1.0389955	-0.2390928	158.08	CEP128	centrosomal protein 128
650623	6.28e-01	2.99e-01	0.3126	-1.0388612	-0.3247402	113.83	BEND3P3	BEN domain containing 3 pseudogene 3
9987	6.28e-01	2.99e-01	0.1799	1.0387749	0.1869133	2737.81	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
284729	6.28e-01	2.99e-01	0.4533	-1.0386722	-0.4708347	27.35	ESPNP	espin pseudogene
3078	6.28e-01	2.99e-01	0.453	-1.0384289	-0.4704398	107.98	CFHR1	complement factor H related 1
51495	6.28e-01	2.99e-01	0.2475	-1.0384867	-0.2570024	1509.56	HACD3	3-hydroxyacyl-CoA dehydratase 3
79707	6.28e-01	2.99e-01	0.16	-1.0383216	-0.1660833	654.9	NOL9	nucleolar protein 9
3776	6.28e-01	2.99e-01	0.6785	1.0380093	0.7043203	20.41	KCNK2	potassium two pore domain channel subfamily K member 2
255758	6.28e-01	2.99e-01	0.3194	-1.0378012	-0.3314749	129.04	DYNLT2B	dynein light chain Tctex-type 2B
112267929	6.28e-01	2.99e-01	0.8343	-1.0376898	-0.865713	7.32	LOC112267929	
3550	6.28e-01	2.99e-01	0.1523	-1.0377443	-0.1580422	1696.01	IK	IK cytokine
6652	6.28e-01	2.99e-01	0.3476	-1.0376409	-0.3606773	941.39	SORD	sorbitol dehydrogenase
5585	6.28e-01	2.99e-01	0.3785	1.0375983	0.3927012	1438.1	PKN1	protein kinase N1
23152	6.28e-01	2.99e-01	0.2527	-1.0379162	-0.2623107	3556.54	CIC	capicua transcriptional repressor
11284	6.28e-01	2.99e-01	0.1842	-1.0376765	-0.1911014	804.62	PNKP	polynucleotide kinase 3'-phosphatase
91353	6.28e-01	2.99e-01	0.4632	1.0378571	0.480758	5.8	IGLL3P	immunoglobulin lambda like polypeptide 3, pseudogene
64940	6.28e-01	3.00e-01	0.1505	-1.0372733	-0.1560818	130.89	STAG3L4	stromal antigen 3-like 4 (pseudogene)
100500872	6.28e-01	3.00e-01	0.427	1.0374061	0.44295	7.38	MIR3911	microRNA 3911
26033	6.28e-01	3.00e-01	0.7119	-1.0373025	-0.7384775	12.26	ATRNL1	attractin like 1
10261	6.28e-01	3.00e-01	0.2867	1.0373327	0.2973813	278.15	IGSF6	immunoglobulin superfamily member 6
105371483	6.28e-01	3.00e-01	0.1917	1.0373244	0.1988937	17.38	LOC105371483	uncharacterized LOC105371483
57636	6.28e-01	3.00e-01	0.3557	-1.0372301	-0.3689384	3522.51	ARHGAP23	Rho GTPase activating protein 23
191585	6.28e-01	3.00e-01	0.3747	-1.0371381	-0.3885671	381.69	PLAC4	placenta enriched 4
83543	6.28e-01	3.00e-01	0.5304	-1.0369595	-0.5500263	1021.3	AIF1L	allograft inflammatory factor 1 like
100534595	6.28e-01	3.00e-01	0.1393	1.0368598	0.1444778	2123.98	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)
51241	6.28e-01	3.00e-01	0.2813	-1.0366819	-0.2915825	232.11	COX16	cytochrome c oxidase assembly factor COX16
79883	6.28e-01	3.00e-01	0.4648	-1.0366697	-0.4818401	253.83	PODNL1	podocan like 1
102725051	6.28e-01	3.00e-01	0.5057	1.0367511	0.5243158	6.67	LOC102725051	uncharacterized LOC102725051
2582	6.28e-01	3.00e-01	0.2886	-1.0364034	-0.2990579	969.24	GALE	UDP-galactose-4-epimerase
171423	6.28e-01	3.00e-01	0.2113	1.0364482	0.2190127	1229.78	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1
80232	6.28e-01	3.00e-01	0.1644	1.0365213	0.1704101	1995.1	WDR26	WD repeat domain 26
2067	6.28e-01	3.00e-01	0.2489	-1.0365537	-0.2580139	1114.83	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
107986249	6.28e-01	3.00e-01	0.3864	1.0361401	0.4004058	11.12	LOC107986249	uncharacterized LOC107986249
780	6.28e-01	3.00e-01	0.3054	-1.0360716	-0.3163805	9558.52	DDR1	discoidin domain receptor tyrosine kinase 1
84132	6.28e-01	3.00e-01	0.1833	1.0361918	0.1898947	418.12	USP42	ubiquitin specific peptidase 42
100133669	6.28e-01	3.00e-01	0.3576	-1.0362213	-0.3705333	17.36	LY6E-DT	LY6E divergent transcript
6510	6.28e-01	3.00e-01	0.3255	-1.0361279	-0.3372661	4924.57	SLC1A5	solute carrier family 1 member 5
91373	6.28e-01	3.00e-01	0.2731	1.0357868	0.2828969	450.03	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
56479	6.28e-01	3.00e-01	0.5987	-1.0356686	-0.6200309	34.68	KCNQ5	potassium voltage-gated channel subfamily Q member 5
375316	6.29e-01	3.00e-01	0.3683	1.0355024	0.3814033	7.61	RBM44	RNA binding motif protein 44
7114	6.29e-01	3.00e-01	0.2157	1.035505	0.2234093	18911.6	TMSB4X	thymosin beta 4 X-linked
222584	6.29e-01	3.00e-01	0.4603	-1.0354293	-0.4765998	726.14	FAM83B	family with sequence similarity 83 member B
84191	6.29e-01	3.01e-01	0.2051	-1.0352156	-0.2122897	343.52	CIAO2A	cytosolic iron-sulfur assembly component 2A
4296	6.29e-01	3.01e-01	0.2349	1.035145	0.2431548	2101.94	MAP3K11	mitogen-activated protein kinase kinase kinase 11
128218	6.29e-01	3.01e-01	0.4444	1.0347131	0.4597933	288.36	TMEM125	transmembrane protein 125
254773	6.29e-01	3.01e-01	0.3639	1.0345756	0.3765026	15.49	LYG2	lysozyme g2
60312	6.29e-01	3.01e-01	0.3118	1.0349185	0.3226483	899.88	AFAP1	actin filament associated protein 1
56129	6.29e-01	3.01e-01	0.4035	1.0345652	0.4174084	35.41	PCDHB7	protocadherin beta 7
23187	6.29e-01	3.01e-01	0.3284	1.0347809	0.3398593	1354.59	PHLDB1	pleckstrin homology like domain family B member 1
7347	6.29e-01	3.01e-01	0.2666	-1.0349223	-0.2759453	320.89	UCHL3	ubiquitin C-terminal hydrolase L3
105370458	6.29e-01	3.01e-01	0.2662	1.0346607	0.2754746	11.64	SEC23A-AS1	SEC23A antisense RNA 1
6523	6.29e-01	3.01e-01	0.7373	-1.0346961	-0.7629189	346.42	SLC5A1	solute carrier family 5 member 1
5209	6.29e-01	3.01e-01	0.3012	-1.0342916	-0.3115632	3033.42	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
100462981	6.29e-01	3.01e-01	0.329	-1.034191	-0.3402469	4468.72	MTRNR2L2	MT-RNR2 like 2 (pseudogene)
11164	6.29e-01	3.01e-01	0.1435	-1.0341453	-0.1483835	747.73	NUDT5	nudix hydrolase 5
27250	6.29e-01	3.01e-01	0.3409	1.0340427	0.3525355	1189.62	PDCD4	programmed cell death 4
9538	6.29e-01	3.01e-01	0.2504	1.0336276	0.2588657	2095.98	EI24	EI24 autophagy associated transmembrane protein
5101	6.29e-01	3.01e-01	0.5891	-1.0336773	-0.6089798	10.89	PCDH9	protocadherin 9
9659	6.29e-01	3.01e-01	0.215	1.0334856	0.2221828	488.99	PDE4DIP	phosphodiesterase 4D interacting protein
105374304	6.30e-01	3.01e-01	0.3428	-1.03327	-0.3542406	27.96	LOC105374304	uncharacterized LOC105374304
102466751	6.30e-01	3.02e-01	0.2744	-1.0327061	-0.2833774	10.34	MIR6859-1	microRNA 6859-1
26523	6.30e-01	3.02e-01	0.1429	-1.0327145	-0.1475892	1295.57	AGO1	argonaute RISC component 1
54800	6.30e-01	3.02e-01	0.2673	-1.0330077	-0.2761393	647.98	KLHL24	kelch like family member 24
105375492	6.30e-01	3.02e-01	0.3226	1.0327792	0.3331408	19.58	LOC105375492	
693196	6.30e-01	3.02e-01	0.2745	1.032747	0.2834925	82.54	MIR611	microRNA 611
100507589	6.30e-01	3.02e-01	0.2949	-1.0329377	-0.304652	9.34	NAGPA-AS1	NAGPA antisense RNA 1
63928	6.30e-01	3.02e-01	0.8766	-1.0329466	-0.905468	108.15	CHP2	calcineurin like EF-hand protein 2
83940	6.30e-01	3.02e-01	0.2119	-1.0324291	-0.2187922	542.62	TATDN1	TatD DNase domain containing 1
54331	6.30e-01	3.02e-01	0.3157	1.0325357	0.3259291	175.79	GNG2	G protein subunit gamma 2
80221	6.30e-01	3.02e-01	0.2772	-1.0324459	-0.2861581	433.22	ACSF2	acyl-CoA synthetase family member 2
56242	6.30e-01	3.02e-01	0.4609	1.0323769	0.4757933	88.9	ZNF253	zinc finger protein 253
10746	6.30e-01	3.02e-01	0.2503	-1.0321926	-0.2583197	845.21	MAP3K2	mitogen-activated protein kinase kinase kinase 2
5080	6.30e-01	3.02e-01	0.6277	-1.032086	-0.6478143	62.98	PAX6	paired box 6
140710	6.30e-01	3.02e-01	0.2332	-1.032086	-0.2406318	2720.14	SOGA1	suppressor of glucose, autophagy associated 1
105376281	6.30e-01	3.02e-01	0.3615	-1.0317486	-0.3730166	53.68	LOC105376281	uncharacterized LOC105376281
340205	6.30e-01	3.02e-01	0.374	1.0316404	0.3858149	14.19	TREML1	triggering receptor expressed on myeloid cells like 1
9444	6.30e-01	3.02e-01	0.2014	-1.0315455	-0.2077137	1059.9	QKI	QKI, KH domain containing RNA binding
55125	6.30e-01	3.02e-01	0.2755	-1.0315393	-0.2842005	660.31	CEP192	centrosomal protein 192
4152	6.30e-01	3.02e-01	0.1713	1.0314768	0.1766641	1589.77	MBD1	methyl-CpG binding domain protein 1
2525	6.30e-01	3.02e-01	0.5799	1.0312479	0.5979946	1136.21	FUT3	fucosyltransferase 3 (Lewis blood group)
3954	6.30e-01	3.02e-01	0.2491	1.0311808	0.2568906	1385.52	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
51234	6.31e-01	3.03e-01	0.2605	-1.0309567	-0.268574	866.96	EMC4	ER membrane protein complex subunit 4
55335	6.31e-01	3.03e-01	0.3086	1.0306879	0.3180867	62.8	NIPSNAP3B	nipsnap homolog 3B
79585	6.31e-01	3.03e-01	0.2056	1.0305254	0.211863	505.72	CORO7	coronin 7
339487	6.31e-01	3.03e-01	0.168	-1.0303548	-0.1730974	338.93	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
60485	6.31e-01	3.03e-01	0.1234	-1.0301704	-0.1270801	377.3	SAV1	salvador family WW domain containing protein 1
80264	6.31e-01	3.03e-01	0.4051	1.030162	0.4173224	88.75	ZNF430	zinc finger protein 430
56965	6.31e-01	3.03e-01	0.2174	-1.0300196	-0.2239703	1232.38	PARP6	poly(ADP-ribose) polymerase family member 6
105371638	6.31e-01	3.03e-01	0.5394	1.0298241	0.5554915	13.73	LINC02816	long intergenic non-protein coding RNA 2816
50854	6.31e-01	3.03e-01	0.2153	1.0298555	0.2217383	1122.12	SNHG32	small nucleolar RNA host gene 32
100616414	6.31e-01	3.03e-01	0.3113	-1.0299441	-0.3206447	93.49	MIR4761	microRNA 4761
143187	6.31e-01	3.03e-01	0.1275	-1.0291966	-0.1312181	364.37	VTI1A	vesicle transport through interaction with t-SNAREs 1A
25831	6.31e-01	3.03e-01	0.25	-1.0293635	-0.2573663	2497.76	HECTD1	HECT domain E3 ubiquitin protein ligase 1
6137	6.31e-01	3.03e-01	0.3293	1.0292561	0.3389221	18667.68	RPL13	ribosomal protein L13
10627	6.31e-01	3.03e-01	0.1786	-1.0292725	-0.183839	2903.25	MYL12A	myosin light chain 12A
57336	6.32e-01	3.04e-01	0.2962	1.0288631	0.3047867	53.03	ZNF287	zinc finger protein 287
26576	6.32e-01	3.04e-01	0.2726	-1.028831	-0.2804188	62.27	SRPK3	SRSF protein kinase 3
4293	6.32e-01	3.04e-01	0.2847	-1.0287371	-0.2929152	1187.52	MAP3K9	mitogen-activated protein kinase kinase kinase 9
10451	6.32e-01	3.04e-01	0.3592	-1.0285093	-0.369418	1010.47	VAV3	vav guanine nucleotide exchange factor 3
26039	6.32e-01	3.04e-01	0.2115	-1.0283786	-0.2175434	721.27	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex
23401	6.32e-01	3.04e-01	0.3037	-1.0278808	-0.3121897	455.73	FRAT2	FRAT regulator of WNT signaling pathway 2
2012	6.32e-01	3.04e-01	0.5494	-1.0278825	-0.5647047	7269.87	EMP1	epithelial membrane protein 1
107984126	6.32e-01	3.04e-01	0.3141	-1.0277414	-0.3228544	11.02	LOC107984126	zinc finger protein 658B-like
100506115	6.32e-01	3.04e-01	0.3938	1.0277156	0.4046692	93.28	PELATON	plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation
10752	6.32e-01	3.04e-01	0.7294	1.0276512	0.7495726	286.81	CHL1	cell adhesion molecule L1 like
91543	6.32e-01	3.04e-01	0.4397	-1.0275224	-0.4518005	439.07	RSAD2	radical S-adenosyl methionine domain containing 2
105372235	6.33e-01	3.04e-01	0.3592	-1.0273976	-0.3690551	23.57	LOC105372235	uncharacterized LOC105372235
105374155	6.33e-01	3.04e-01	0.4125	-1.0272845	-0.4238025	8.92	SIAH2-AS1	SIAH2 antisense RNA 1
2869	6.33e-01	3.04e-01	0.2449	1.0271414	0.2515849	262.22	GRK5	G protein-coupled receptor kinase 5
100505758	6.33e-01	3.04e-01	0.2347	-1.0272066	-0.2410673	223.78	PRMT5-AS1	PRMT5 antisense RNA 1
10521	6.33e-01	3.04e-01	0.1678	1.0271985	0.1723761	7622.69	DDX17	DEAD-box helicase 17
401264	6.33e-01	3.05e-01	0.2721	1.0267214	0.2793971	48.92	TRAM2-AS1	TRAM2 antisense RNA 1 (head to head)
10326	6.33e-01	3.05e-01	0.3183	1.0267075	0.326849	144.91	SIRPB1	signal regulatory protein beta 1
94059	6.33e-01	3.05e-01	0.1488	1.026569	0.1527087	383.03	LENG9	leukocyte receptor cluster member 9
100861518	6.33e-01	3.05e-01	0.3255	-1.02644	-0.3341436	57.36	P4HA2-AS1	P4HA2 antisense RNA 1
100507299	6.33e-01	3.05e-01	0.2995	-1.0264334	-0.3074338	11.63	SMC5-DT	SMC5 divergent transcript
10771	6.33e-01	3.05e-01	0.1878	1.02623	0.1927082	933.85	ZMYND11	zinc finger MYND-type containing 11
84056	6.33e-01	3.05e-01	0.3244	-1.0262605	-0.3328871	208.27	KATNAL1	katanin catalytic subunit A1 like 1
107985053	6.33e-01	3.05e-01	0.6325	1.0262785	0.64914	9.09	SPNS2-AS1	SPNS2 antisense RNA 1
55324	6.33e-01	3.05e-01	0.2363	-1.0261029	-0.242418	1472.89	ABCF3	ATP binding cassette subfamily F member 3
102724297	6.33e-01	3.05e-01	0.4518	1.0258197	0.4634766	10.8	CCR5AS	CCR5 antisense RNA
96459	6.33e-01	3.05e-01	0.2309	-1.0258294	-0.2368698	358.57	FNIP1	folliculin interacting protein 1
28569	6.33e-01	3.05e-01	0.485	1.0257666	0.4975218	6.52	TRBV18	T cell receptor beta variable 18
6619	6.33e-01	3.05e-01	0.3469	1.0258411	0.3558685	751.61	SNAPC3	small nuclear RNA activating complex polypeptide 3
112268055	6.33e-01	3.05e-01	0.1888	-1.0257071	-0.1937025	70.34	LOC112268055	uncharacterized LOC112268055
644511	6.33e-01	3.05e-01	0.3412	1.0258846	0.350076	122.96	RPL13AP6	ribosomal protein L13a pseudogene 6
254048	6.33e-01	3.05e-01	0.2691	1.0254945	0.2759595	686.85	UBN2	ubinuclein 2
58533	6.33e-01	3.05e-01	0.1803	-1.0254318	-0.1849111	790.92	SNX6	sorting nexin 6
57644	6.33e-01	3.05e-01	0.2815	-1.0252596	-0.2886218	273.02	MYH7B	myosin heavy chain 7B
124045	6.33e-01	3.05e-01	0.2268	1.025149	0.2324849	140.37	SPATA33	spermatogenesis associated 33
101928433	6.33e-01	3.05e-01	0.268	1.0250824	0.2747472	58.19	ATXN1-AS1	ATXN1 antisense RNA 1
107986064	6.33e-01	3.05e-01	0.3843	-1.0248288	-0.3938049	13.71	LOC107986064	uncharacterized LOC107986064
79807	6.33e-01	3.06e-01	0.2306	-1.0246664	-0.2363228	188.27	GSTCD	glutathione S-transferase C-terminal domain containing
107986514	6.33e-01	3.06e-01	0.359	-1.0246467	-0.3678563	16.54	LOC107986514	uncharacterized LOC107986514
105378512	6.33e-01	3.05e-01	0.1695	-1.0248189	-0.1736566	70.6	LOC105378512	uncharacterized LOC105378512
4102	6.33e-01	3.05e-01	0.9398	1.0247663	0.9630444	15.64	MAGEA3	MAGE family member A3
112268146	6.34e-01	3.06e-01	0.5163	-1.0245284	-0.5289799	10.75	LOC112268146	uncharacterized LOC112268146
114804	6.34e-01	3.06e-01	0.5105	1.0244497	0.5230182	251.99	RNF157	ring finger protein 157
24139	6.34e-01	3.06e-01	0.244	-1.0242512	-0.2499112	1537.11	EML2	EMAP like 2
112543491	6.34e-01	3.06e-01	0.2556	-1.0240931	-0.2618009	30.41	LOC112543491	linc-UFC1
5170	6.34e-01	3.06e-01	0.1375	-1.0240236	-0.1407719	1180.23	PDPK1	3-phosphoinositide dependent protein kinase 1
339965	6.34e-01	3.06e-01	0.6589	-1.0239224	-0.6746876	4.61	CCDC158	coiled-coil domain containing 158
27095	6.34e-01	3.06e-01	0.2412	-1.0235357	-0.2469197	1221.15	TRAPPC3	trafficking protein particle complex subunit 3
6096	6.34e-01	3.06e-01	0.665	1.023591	0.6807177	63.28	RORB	RAR related orphan receptor B
57708	6.34e-01	3.06e-01	0.2407	-1.023081	-0.246264	562.15	MIER1	MIER1 transcriptional regulator
26770	6.35e-01	3.07e-01	0.2504	-1.0224275	-0.2560569	19.26	SNORD79	small nucleolar RNA, C/D box 79
101927612	6.35e-01	3.06e-01	0.2093	-1.0226346	-0.2140792	35.91	RNF139-DT	RNF139 divergent transcript
53342	6.35e-01	3.07e-01	0.3985	1.0223177	0.4073805	72.75	IL17D	interleukin 17D
100996379	6.35e-01	3.07e-01	0.2726	-1.0225147	-0.2787172	8.47	LOC100996379	E3 ubiquitin-protein ligase HERC2
100130950	6.35e-01	3.07e-01	0.2399	1.022416	0.2453167	44.97	ZNF594-DT	ZNF594 divergent transcript
55245	6.35e-01	3.07e-01	0.2597	-1.0223324	-0.265462	562.51	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1
90843	6.35e-01	3.07e-01	0.2665	1.0223727	0.2724991	372.41	TCEAL8	transcription elongation factor A like 8
1408	6.35e-01	3.07e-01	0.213	1.0220562	0.2176732	576.67	CRY2	cryptochrome circadian regulator 2
105373608	6.35e-01	3.07e-01	0.247	-1.0216	-0.2523135	41.38	LOC105373608	uncharacterized LOC105373608
108	6.35e-01	3.07e-01	0.6815	1.0215665	0.6961823	21.84	ADCY2	adenylate cyclase 2
389421	6.35e-01	3.07e-01	1.753	-1.0217027	-1.7909978	7.42	LIN28B	lin-28 homolog B
90637	6.35e-01	3.07e-01	0.2132	-1.0215227	-0.2177504	252.25	ZFAND2A	zinc finger AN1-type containing 2A
7743	6.35e-01	3.07e-01	0.2257	1.0215675	0.2305197	283.71	ZNF189	zinc finger protein 189
105378456	6.35e-01	3.07e-01	0.9341	1.0217758	0.9544677	6.91	LOC105378456	uncharacterized LOC105378456
83468	6.35e-01	3.07e-01	0.4185	1.0218803	0.4276915	126.73	GLT8D2	glycosyltransferase 8 domain containing 2
105369914	6.35e-01	3.07e-01	0.4059	-1.0212811	-0.4145419	14.93	LOC105369914	uncharacterized LOC105369914
100287837	6.36e-01	3.07e-01	0.2912	1.0208876	0.2973239	36.66	ARHGEF17-AS1	ARHGEF17 antisense RNA 1
7532	6.36e-01	3.07e-01	0.1621	1.0208007	0.1654953	3336.11	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
102466518	6.36e-01	3.07e-01	0.4977	-1.0205433	-0.5078882	6.34	MIR6081	microRNA 6081
